,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
199903,9.41,2.91,4.37,3.87,1.73
199904,7.14,3.72,4.95,5.71,2.52
199905,-2.95,2.94,-1.68,-1.59,-2.44
199906,3.13,3.72,5.32,4.54,6.5
199907,-3.23,-1.76,-2.28,-4,-3.06
199908,-1.07,-1.54,-3.27,-0.86,0.09
199909,-1.01,-4.3,-2.2,-1.97,-3.09
199910,7.28,4.15,6.8,6.58,6.41
199911,6.5,3.68,0.12,4.38,2.07
199912,14.03,8.56,5.07,7.18,5.35
200001,-2.41,-2.2,-2.27,-6.27,-5.14
200002,11.54,8.5,-0.77,1.94,-3.19
200003,-2.08,5.13,9.2,9.88,10.54
200004,-9.32,-4.49,-0.9,-1.4,-4.63
200005,-7.44,-1.71,-2,-3.78,-1.48
200006,10.81,1.82,-2.65,2.66,4.82
200007,-6.4,0.04,0.53,-1.54,-1.76
200008,11.85,8.1,8.53,6.28,6.18
200009,-8.72,-0.76,-1.19,-9.79,-1
200010,-9.69,-5.21,-0.45,-0.12,1.45
200011,-21.57,-10.39,-8.11,-7.3,-5.62
200012,1.92,2.32,7.8,-1.86,1.88
200101,7.58,5.4,-1.67,7.24,0.12
200102,-16.34,-9.44,-6.13,-11.79,-5.05
200103,-11.5,-3.48,-3.51,-6.98,-6.84
200104,12.29,8.55,8.19,8.97,5.61
200105,0.18,0.56,1,1.2,1.54
200106,-1.3,-2.09,-0.39,-0.89,-2.45
200107,-9.36,-2.06,-4.25,1.68,-0.14
200108,-8.78,-6.46,-8.11,-5.21,-4.72
200109,-14.33,-11.67,-11.98,-8.57,-4.51
200110,6.35,3.18,3.89,3.34,0.16
200111,9.94,8.95,9.43,8.45,5.42
200112,2.48,0.25,1.6,2.54,0.94
200201,-6.76,-0.76,-0.45,0.38,-0.86
200202,-6.11,-6.4,-2.44,-1.35,0.26
200203,4.96,7.18,4.87,5.89,1.63
200204,-7.47,-3.44,-4.44,-3.73,-6.93
200205,-3.4,-2.12,-0.68,-1.72,-0.18
200206,-12.23,-6.5,-5.54,-6.84,-6.7
200207,-11.18,-10.45,-9.16,-9.42,-4.14
200208,0.79,0.25,0.2,1.4,0.31
200209,-11.05,-9.31,-11.01,-9.38,-10.87
200210,8.69,8.32,9.82,7.04,7.86
200211,13,9.39,7.71,2.81,3.99
200212,-10.24,-6.5,-7.93,-4.03,-4
200301,-1.07,-3.38,-3.66,-3.11,-2.38
200302,-2.85,-3.58,-0.53,-1.57,-2
200303,-0.06,-0.23,0.63,2.09,1.57
200304,11.99,8.89,8.71,7.59,7.16
200305,11.91,8.15,5.41,5.08,4.62
200306,2.02,1.03,0.81,1.29,1.63
200307,4.15,6.16,4.17,1.81,-0.79
200308,4.71,2.55,3.17,3,0.29
200309,-2.89,-2.22,-0.43,-1.71,0.11
200310,9.19,7.16,5.55,6.1,4.66
200311,2.28,1.63,0.91,0.71,1.75
200312,3.07,6.47,5.06,3.49,4.39
200401,5.01,2.96,0.67,2.09,1.27
200402,-0.33,2.06,1.1,2.37,1.79
200403,-1.61,-1.14,-1.42,-0.56,-1.53
200404,-4.6,-3.09,-1.72,-2.06,0.54
200405,2.05,2.19,1.37,1.56,0.07
200406,1.81,1.7,2.58,2.22,1.24
200407,-8.22,-5.37,-3.45,-2.06,-3.2
200408,-2.65,0.6,-0.29,0.17,1.24
200409,4.05,2.89,0.62,2.41,0.05
200410,3.47,1.69,0.18,2.75,0.57
200411,6.91,5.75,4.39,3.8,4.42
200412,4.83,4.03,1.84,3.38,3.93
200501,-5.07,-4.4,-2.54,-1.42,-1.77
200502,0.3,3.02,1.75,3.35,1.66
200503,-2.36,-0.84,-2.26,-1.98,-1.25
200504,-4.11,-2.92,-2.11,-1.85,-2.01
200505,5.82,5.23,3.98,3.29,2.85
200506,0.02,0.74,1.53,0.59,0.49
200507,4.68,4.68,5.13,3.74,3.2
200508,0.01,-0.09,-0.66,-2.33,-0.89
200509,0.85,0.48,1.09,-0.15,1.58
200510,-1.61,-0.3,-1.67,-1.43,-2.82
200511,4.1,5.15,4.85,3.41,2.85
200512,0.77,-0.17,-0.36,0.17,-0.04
200601,4.17,4.46,2.08,2.91,3.6
200602,-0.69,0.61,0.3,0.76,-0.65
200603,2.4,1.65,2.67,1.22,1.57
