19.6768,21.7337
17.1353,18.8267
14.8424,16.235
12.7861,13.9365
10.9601,11.9123
9.35274,10.1419
7.94893,8.60353
6.7307,7.274
5.67877,6.13008
4.77369,5.14924
4.00438,4.31646
