,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
199208,-3.18,-2.61,-2.71,-2.16,-1.97
199209,1.01,2.63,2.63,1.5,1.23
199210,2.36,3.49,3.54,2.94,0.43
199211,9.04,7.84,7.1,4.83,3.45
199212,3.85,3.23,3.67,2.95,1.16
199301,5.49,2.87,2.01,2.2,0.38
199302,-3.38,-2.6,-1.52,-0.05,1.15
199303,3.15,2.73,4.23,3.5,2.08
199304,-2.61,-2.83,-2.62,-2.87,-2.81
199305,4.1,4.61,4.82,3.67,2.6
199306,0.55,0.53,0.64,1.34,0.29
199307,1.32,1.07,0.52,0.21,-0.38
199308,4.03,4.84,4.19,5.14,3.58
199309,3.15,3.16,1.86,0.38,-0.51
199310,4.56,2.52,0.99,0.91,1.64
199311,-3.11,-3.47,-2.63,-2.9,-0.97
199312,0.91,3.31,4.34,3.86,1.03
199401,4.48,2.64,2.45,2.87,3.09
199402,-0.94,-0.73,0.1,-1.62,-3.02
199403,-4.95,-6.12,-4.97,-4.61,-4.12
199404,-1.08,0.38,0.24,0.78,1.28
199405,-0.77,-1.34,-1.26,-0.21,1.79
199406,-3.21,-3.02,-2.33,-3.21,-2.48
199407,0.46,2.18,2.95,3.45,3.26
199408,3.74,6.15,5.93,5.03,4.01
199409,1.26,0.02,-0.71,-1.96,-2.46
199410,0.41,-0.28,0.79,0.27,2.47
199411,-3.72,-3.77,-4.85,-4.25,-3.35
199412,-1.09,2.07,2.64,1.24,1.28
199501,2.14,-0.76,-0.95,1.45,2.99
199502,3,3.77,5.13,4.74,3.87
199503,1.55,2.86,2.11,2.49,2.78
199504,2.7,1.89,1.6,1.81,2.88
199505,2.07,1.59,1.77,2.39,4.12
199506,6.5,6.15,4.18,4.06,2.37
199507,6.24,6.59,6.07,5.63,3.41
199508,4.24,1.92,1.65,1.56,0.62
199509,2.52,1.79,1.5,2.43,4.59
199510,-4.62,-6.36,-2.86,-2.18,-0.1
199511,1.76,4.73,4.82,4.54,4.43
199512,1.85,2.88,2.26,-0.05,1.69
199601,1.22,-0.27,-0.52,1.8,3.48
199602,3.14,3.43,3.41,2.19,1.34
199603,3.01,2.21,2.73,1.39,0.8
199604,7.66,7.05,4.23,3.38,1.32
199605,6.99,5.11,2.49,1.47,2.59
199606,-4.6,-3.98,-3.41,-1.77,0.51
199607,-9.24,-10.15,-8.65,-6.29,-4.51
199608,4.26,5.96,6.66,5.25,2.18
199609,2.98,4.05,4.89,4.66,5.86
199610,-2.11,-1.67,-2.58,0.15,2.38
199611,2.21,2.87,4.43,5.89,7.66
199612,1.23,2.58,0.48,-0.34,-1.93
199701,5.11,2.71,2.05,2.96,6.48
199702,-2.03,-3.32,-2.15,-0.14,0.57
199703,-4.78,-5.41,-4.74,-4.85,-4.4
199704,-3.54,-0.95,1.8,2.02,6.04
199705,9.6,12.62,10.6,8.18,6.19
199706,5.9,5.26,4.56,3.47,4.41
199707,5.44,5,5.99,7.02,8.29
199708,4.35,3.01,1.84,0.13,-5.57
199709,9.64,8.02,6.88,5.36,5.43
199710,-3.09,-4.41,-4.4,-4.73,-2.94
199711,-1.96,-1.93,-0.68,1.72,4.68
199712,-1.69,0.96,2.02,1.83,2.06
199801,-0.71,-0.97,-1.27,-1.04,1.19
199802,6.23,7.97,8.63,7.62,7.3
199803,5.31,4.56,4.47,4.88,5.22
199804,2.59,1.26,0.56,0.36,1.39
199805,-4.72,-5.59,-5.76,-3.75,-1.7
199806,-0.7,0.69,1.03,0.33,4.7
199807,-6.21,-7.65,-7.95,-5.69,-0.71
199808,-21.79,-20.27,-20.08,-17.69,-14.49
199809,3.32,7.26,7.15,6.42,6.54
199810,2.1,4.12,4.76,7.24,8.03
199811,8.23,6.68,5.94,4.17,6.59
199812,2.46,5.63,7.16,5.88,6.68
199901,5.65,1.01,1.26,-1.32,4.41
199902,-6.29,-8.9,-7.87,-3.92,-3.2
199903,-3.02,0.8,3.36,2.64,4.07
199904,9.69,7.83,10.31,9.09,3.42
199905,2.14,1.95,-0.07,1.46,-2.43
199906,7.09,7.2,4.55,5.82,4.98
199907,1.49,-1.63,-2.47,-1.83,-3.4
199908,-2.91,-4.06,-3.43,-2.3,-0.44
199909,-1.53,-0.13,0.65,-1.54,-2.88
199910,-0.96,-0.21,1.79,5.37,6.92
199911,10.89,8.34,6.09,5.01,2.53
