"","Year","Month","Bond_lag_MV","Bond_Ew_Ret","Bond_Vw_Ret"
"478",1965,10,197206,0.00246378198941176,0.00224476142259363
"479",1965,11,189732,0.0020832371755814,0.00174234102278213
"480",1965,12,201969,-0.00392109321954023,-0.0050473099617679
"481",1966,1,204163,0.00213304977931034,0.00202085669012015
"482",1966,2,202422,-0.00364554928023256,-0.00427515329254775
"483",1966,3,201875,0.0121049862895349,0.0132978497988646
"484",1966,4,204086,0.00166825150348837,0.00129188253698686
"485",1966,5,192626,0.00172412901411765,0.00125924862817584
"486",1966,6,197205,0.00103138404252874,0.000473322031315636
"487",1966,7,198394,0.000887213935632184,0.00074350444149319
"488",1966,8,186933,-0.00338969288809524,-0.00550882769945221
"489",1966,9,199009,0.0108296123954545,0.0131563673543543
"490",1966,10,200647,0.00829715884137931,0.00853704308463919
"491",1966,11,198286,0.00149194008352941,0.000779622818639743
"492",1966,12,202326,0.0157634609126437,0.0178576709395204
"493",1967,1,205552,0.00953508706477273,0.00994762783873716
"494",1967,2,198919,-0.00194323553837209,-0.00266834124434519
"495",1967,3,204590,0.0115920461546512,0.0126859507014492
"496",1967,4,208842,-0.00331723217738095,-0.00390009433744266
"497",1967,5,196699,0.00252553989047619,0.00302656563803324
"498",1967,6,197302,-0.00887352475595238,-0.0105354543047997
"499",1967,7,199502,0.00669476220238095,0.00757930300498491
"500",1967,8,191882,0.000268371046987952,-0.000678918026480337
"501",1967,9,206730,0.00237965360952381,0.00237755234496686
"502",1967,10,203969,-0.00457467315,-0.00513163651221509
"503",1967,11,200366,0.00116297272705882,0.00164538895229929
"504",1967,12,214735,0.00507622969186047,0.0048687371409556
"505",1968,1,211923,0.0125001897635294,0.0127078239653086
"506",1968,2,213397,0.00283736560581395,0.00260702468208082
"507",1968,3,219305,-0.00148712837790698,-0.00145488750017555
"508",1968,4,213245,0.00438642803136145,0.00392906293037755
"509",1968,5,206375,0.0037326431797619,0.00421114926629049
"510",1968,6,214021,0.0105949676447059,0.0103075644841081
"511",1968,7,211291,0.0123942571345238,0.0128618792113535
"512",1968,8,208708,0.00364009950235294,0.00373931488155222
"513",1968,9,220359,0.00227471772235294,0.00244887928482839
"514",1968,10,218316,0.000798770636904762,0.00073763034740468
"515",1968,11,213993,-0.000161352186046512,-0.000441849384332198
"516",1968,12,219606,-0.00738899322588235,-0.00866365114061592
"517",1969,1,222694,0.00407942424651163,0.00435691282937573
"518",1969,2,211131,0.000732563934177215,0.000498174130438922
"519",1969,3,210113,0.00428158115641026,0.00474217763909849
"520",1969,4,216790,0.0115684826506494,0.0106095288788685
"521",1969,5,213579,-0.00619464145,-0.0063672941241372
"522",1969,6,211547,0.0014226456169,8.86675358588257e-05
"523",1969,7,210090,0.0051793711974359,0.00582953357205864
"524",1969,8,212697,0.002661357045,0.001963108251075
"525",1969,9,206556,-0.00981981866835443,-0.0124668599929888
"526",1969,10,207825,0.017682653075641,0.0202955141625589
"527",1969,11,221463,-0.00249525564047619,-0.00261988813063446
"528",1969,12,218488,-0.0036403317691358,-0.0048938868736402
"529",1970,1,220570,0.00714952487804878,0.00706205434497982
"530",1970,2,217447,0.0254399503,0.0268257945019996
"531",1970,3,215402,0.00551950867468354,0.00596177524045877
"532",1970,4,217710,-0.00929069589268293,-0.00975735778531625
"533",1970,5,203481,0.00172434346875,0.00244751805220094
"534",1970,6,214605,0.0142543806544304,0.0134402429316162
"535",1970,7,215441,0.0124587316822785,0.0126144364488421
"536",1970,8,217136,0.00432909476455696,0.00558454011453651
"537",1970,9,221298,0.01215494366,0.0128861102950967
"538",1970,10,221873,0.00619544415375,0.00677033196266423
"539",1970,11,219965,0.025945203645679,0.0276645407581356
"540",1970,12,227085,0.00339951534698795,0.0033033565542123
"541",1971,1,231648,0.0150813466809524,0.015085340919992
"542",1971,2,225359,0.00662666007439024,0.00873153182933586
"543",1971,3,226455,0.0132504558308642,0.0138140832398415
"544",1971,4,223014,-0.01057807933875,-0.0144595559476073
"545",1971,5,218492,-0.000504611865384615,0.000188012647504714
"546",1971,6,218273,-0.00552974875324675,-0.00880804305109381
"547",1971,7,221724,0.00379796713205128,0.00344955716700177
"548",1971,8,221040,0.0212019652012987,0.0248105747680972
"549",1971,9,227212,0.00719576565375,0.00680264765381626
"550",1971,10,232683,0.0103782099792683,0.0114978375279582
"551",1971,11,223379,0.00264881667468354,0.00258334775146948
"552",1971,12,236078,0.00730766682048193,0.00872877133903329
"553",1972,1,244464,0.00106369524470588,0.000579188893645281
"554",1972,2,235965,0.00590775838395062,0.0060450278075757
"555",1972,3,239715,-0.00271249453975904,-0.00418294148613186
"556",1972,4,239697,0.00744326695925926,0.00861021260182981
"557",1972,5,232428,0.00769147530886076,0.00757419460949498
"558",1972,6,234588,-0.000976854481012658,-0.00160779806165064
"559",1972,7,239433,0.0076170726835443,0.00739003652495688
"560",1972,8,231632,0.000368008285714286,-0.000242496062725789
"561",1972,9,239275,0.0018398519075,0.00272102741723373
"562",1972,10,233561,0.00680765608589744,0.00628183568536913
"563",1972,11,237106,0.007682126635,0.00748938079074591
"564",1972,12,243807,-0.000470769141772152,5.49545661404313e-06
"565",1973,1,245305,-0.00298619369625,-0.00181471195759768
"566",1973,2,241389,0.00069521354375,3.03607649888769e-05
"567",1973,3,246898,0.00177652221463415,0.00193623788714408
"568",1973,4,247300,0.00797282762222222,0.0079835121692689
"569",1973,5,232368,0.00224962508625,0.00294053993101417
"570",1973,6,241852,0.00149211418170732,0.00127813553596869
"571",1973,7,237794,-0.01200434135125,-0.0119647089155181
"572",1973,8,231594,0.0173397716974359,0.0172279993342535
"573",1973,9,243609,0.0209286472530864,0.019872364914951
"574",1973,10,238777,0.0064094501345679,0.00648496902361325
"575",1973,11,238950,0.0051167720962963,0.00501194248235363
"576",1973,12,246698,0.00199865074117647,0.00314006785574062
"577",1974,1,249111,0.00456620058941176,0.00525578231452967
"578",1974,2,243614,0.0032223156952381,0.0034641537919237
"579",1974,3,250413,-0.00909337226976744,-0.00855639120080387
"580",1974,4,245548,-0.00140160303571429,-0.00123717624647849
"581",1974,5,237994,0.0123549347182927,0.0116660018271511
"582",1974,6,244060,0.00437213734117647,0.0036621486538003
"583",1974,7,240479,0.00307167107142857,0.00380336147465683
"584",1974,8,235572,-0.000722847357142857,0.000837082007250437
"585",1974,9,247039,0.017933282655814,0.0186336745211517
"586",1974,10,246588,0.0114705908448276,0.0100814317768456
"587",1974,11,244695,0.0134583670313953,0.0129501300201655
"588",1974,12,249593,0.0117615924397727,0.011185721657012
"589",1975,1,256488,0.0122707867258427,0.0118437773296314
"590",1975,2,258357,0.00922151960337079,0.00941709652197657
"591",1975,3,268175,-0.000763729429347826,-0.000231026921056772
"592",1975,4,272703,-0.00355168740531915,-0.00343252958473687
"593",1975,5,271133,0.0162412940936842,0.0153813264234379
"594",1975,6,287894,0.00492526166734694,0.00345855833778022
"595",1975,7,289560,0.001582052077,0.00141978337406962
"596",1975,8,292943,0.00370493808235294,0.00413963072078903
"597",1975,9,301804,-0.00371423767596154,-0.000839575451293555
"598",1975,10,309210,0.0219082584481132,0.0203922486638116
"599",1975,11,322285,0.00135937706880734,0.00193920486357199
"600",1975,12,325016,0.0140381537694444,0.012812049244571
"601",1976,1,330101,0.0104473357314815,0.0090598360431165
"602",1976,2,333101,0.00309426878715596,0.00283716248305289
"603",1976,3,344638,0.00968198698090909,0.0084623427704371
"604",1976,4,347871,0.00472983893035714,0.00532186596180279
"605",1976,5,349131,-0.00445388025,-0.0032941040770811
"606",1976,6,350958,0.0115848991845455,0.0106028738160378
"607",1976,7,360016,0.00900367250701754,0.00836895584461385
"608",1976,8,353761,0.0108610134654867,0.0098876193419888
"609",1976,9,371451,0.0090226569112069,0.00833256361955601
"610",1976,10,379238,0.00756326335254237,0.00798384834426481
"611",1976,11,368645,0.0157767845896552,0.0151124251928259
"612",1976,12,381888,0.00713001541428571,0.00644988408230293
"613",1977,1,394224,-0.0155656508590164,-0.0107821326545479
"614",1977,2,389172,0.00427240114545455,0.00432840231702306
"615",1977,3,397925,0.00619514548870968,0.00624788296378991
"616",1977,4,401450,0.0046686223304,0.00447946226054079
"617",1977,5,386774,0.00600061884344262,0.00548932247547586
"618",1977,6,398664,0.0104949426008065,0.00909566051039321
"619",1977,7,402884,-0.00146275379365079,-0.00110778676202505
"620",1977,8,391371,0.00816301062016129,0.00738249276862057
"621",1977,9,405214,0.0017126939457874,0.00198685564571302
"622",1977,10,414279,-0.000774292469767442,0.000196833028746087
"623",1977,11,409901,0.0074753037125,0.00722190366335091
"624",1977,12,421508,3.24603129770992e-05,0.0010633805458964
"625",1978,1,425566,0.00130570976412214,0.00226552988538934
"626",1978,2,424497,0.00379049763560606,0.00399756285719028
"627",1978,3,433191,0.00402628062481203,0.00430320083099256
"628",1978,4,440465,0.0030951505358209,0.00365724198964276
"629",1978,5,426919,0.00149740611908397,0.00199698286774939
"630",1978,6,439655,0.000507639329104478,0.00112036546867567
"631",1978,7,448843,0.00862569964926471,0.0084994566598559
"632",1978,8,438695,0.0102293058365672,0.00869714471570658
"633",1978,9,456671,0.00242754072318841,0.00266917815942856
"634",1978,10,450419,-0.00616984135182482,-0.004724827824227
"635",1978,11,448255,0.00795719657826087,0.00828130714078705
"636",1978,12,460937,-0.00191538691914894,-0.000936396035599876
"637",1979,1,452728,0.0156418619194245,0.0149005998974448
"638",1979,2,455972,0.00202576253546099,0.0023966252146509
"639",1979,3,456922,0.0100411892475177,0.00981095943651608
"640",1979,4,463188,0.00544340821760563,0.00490091499805392
"641",1979,5,464128,0.016364562564539,0.0146617076508056
"642",1979,6,473481,0.01598080396875,0.0152116762982103
"643",1979,7,462961,0.000340722231690141,0.00164493171446558
"644",1979,8,462799,-0.000182263025125175,0.000575086479446322
"645",1979,9,476298,-0.000840031614583333,0.000853697965530823
"646",1979,10,468925,-0.0271458090769231,-0.0231929857670802
"647",1979,11,469079,0.0265814771979021,0.0242055509819743
"648",1979,12,479971,0.00680689209103448,0.00764462779196431
"649",1980,1,492985,-0.00995431834081633,-0.00703021575571468
"650",1980,2,493342,-0.0360098484821918,-0.0294801461111969
"651",1980,3,502678,0.0106214304449664,0.0103620883532184
"652",1980,4,500362,0.0763691715313333,0.0694725609570215
"653",1980,5,510429,0.0327740488940397,0.0291540116807374
"654",1980,6,515016,0.0143441206490066,0.0126230454521607
"655",1980,7,525178,-0.00873443999342105,-0.00678321458376741
"656",1980,8,533420,-0.01938128767,-0.0167147400637132
"657",1980,9,535718,-0.00483612508851351,-0.00158712485937527
"658",1980,10,549559,-0.00678663159775867,-0.0049123895156814
"659",1980,11,555927,0.00194311102266667,0.00232922256148469
"660",1980,12,549524,0.023457549674,0.0231116216349748
"661",1981,1,572112,0.0037812009525817,0.00463633124848632
"662",1981,2,583509,-0.00663281609285714,-0.00301253465035689
"663",1981,3,592513,0.0228513016895425,0.0222201124617406
"664",1981,4,603233,-0.0168626686487179,-0.01330689354379
"665",1981,5,612017,0.0224470881719745,0.0200175136982827
"666",1981,6,600001,0.0070547308388535,0.00923408052259646
"667",1981,7,611256,-0.009972175738125,-0.00634099102730885
"668",1981,8,617401,-0.0122528567679245,-0.0046278228609748
"669",1981,9,621116,0.00529947536918239,0.00868018770084718
"670",1981,10,632452,0.0442128934155279,0.0388682974488276
"671",1981,11,639650,0.0650416462080745,0.0533721284062592
"672",1981,12,645197,-0.0205166203564417,-0.014953072727738
"673",1982,1,673294,0.00364514014850299,0.0048333814694652
"674",1982,2,674648,0.0141540178036145,0.0129562248400023
"675",1982,3,679356,0.0110760029662651,0.0108317592814767
"676",1982,4,694106,0.0215451338005917,0.0199136317252487
"677",1982,5,699604,0.0132150862714286,0.0135395873839319
"678",1982,6,693108,-0.00844136220958084,-0.00498503061651936
"679",1982,7,706074,0.0344739560426036,0.0310892881531974
"680",1982,8,708746,0.0411790575670659,0.0338767991004437
"681",1982,9,736384,0.0307756975160714,0.0256284556384814
"682",1982,10,773573,0.0369626710901163,0.0302751544130721
"683",1982,11,751791,0.00472700270595238,0.0064601960416669
"684",1982,12,782270,0.0182021695099415,0.0157096466181859
"685",1983,1,817709,-0.00272353097428571,0.000950665039095204
"686",1983,2,825323,0.0231278649602273,0.0179792910849639
"687",1983,3,837168,-2.89850471590909e-05,0.000548238540515643
"688",1983,4,869679,0.0197535030268156,0.0166125707880256
"689",1983,5,859916,-0.00965096307514124,-0.00477818044067386
"690",1983,6,882678,0.00439956038426966,0.00475436293796005
"691",1983,7,919603,-0.0148526366605556,-0.00845450834213155
"692",1983,8,901962,0.00653080456573034,0.00719493371087962
"693",1983,9,932952,0.0258821816773481,0.0217051162709299
"694",1983,10,961660,0.00229546181793478,0.00470419728931629
"695",1983,11,945422,0.011002709363388,0.00982120027251661
"696",1983,12,960023,0.00214933707608696,0.00389437396666851
"697",1984,1,975703,0.0151132147221622,0.013519858994981
"698",1984,2,997504,-0.00292014242566845,-0.000390516387681152
"699",1984,3,1020601,-0.00513787355454545,-0.00208327010627709
"700",1984,4,1034164,0.00231828230691489,0.00420245226875476
"701",1984,5,1035842,-0.0197949527005319,-0.013113106565161
"702",1984,6,1056962,0.0103916473547368,0.00985244520389759
"703",1984,7,1050361,0.0345497302708995,0.0285383988837375
"704",1984,8,1069741,0.0126866287510526,0.0120603639477152
"705",1984,9,1108792,0.0197910089185567,0.0176901098057862
"706",1984,10,1091128,0.0331773210196891,0.0288312283631716
"707",1984,11,1108268,0.01532638558,0.0148500791607799
"708",1984,12,1130411,0.0124807370685279,0.0121089531789778
"709",1985,1,1158641,0.018871580964,0.0159839790235355
"710",1985,2,1176725,-0.014589651115,-0.00971917588714058
"711",1985,3,1198140,0.0165325409128713,0.0140941535948777
"712",1985,4,1186463,0.0170182912736318,0.0153456494236143
"713",1985,5,1200044,0.043379325832,0.0350185715656089
"714",1985,6,1236230,0.00915656985572139,0.00912872900415101
"715",1985,7,1221833,-0.0022764795465,2.36333991552854e-05
"716",1985,8,1237669,0.0151435295975124,0.0134710173428442
"717",1985,9,1267667,0.00637743595862069,0.00653869353691727
"718",1985,10,1261986,0.0170080579411765,0.0147202961229888
"719",1985,11,1279141,0.0195908857142157,0.0161422466871909
"720",1985,12,1300387,0.0266719364966019,0.0222836816880873
"721",1986,1,1328034,0.00394488270574163,0.00531742283432683
"722",1986,2,1345959,0.0364108710861905,0.0287436361803628
"723",1986,3,1364564,0.0335183740306604,0.028030222758338
"724",1986,4,1365797,0.00454143715446009,0.00478335774172414
"725",1986,5,1360022,-0.0165783169819905,-0.0120442846060689
"726",1986,6,1389125,0.0271842107971698,0.0226944948049109
"727",1986,7,1404066,0.00643679461214953,0.00649504620696014
"728",1986,8,1414699,0.0241138199934579,0.0206496070087771
"729",1986,9,1411686,-0.012138336815566,-0.00919357110773323
"730",1986,10,1447015,0.0130468222455814,0.0113042829015451
"731",1986,11,1458013,0.010109036500939,0.00865608441225709
"732",1986,12,1474113,0.00209302161869159,0.00246377816449309
"733",1987,1,1504402,0.00915295005345622,0.00853983703918501
"734",1987,2,1496214,0.0066010316855814,0.00609496406923836
"735",1987,3,1502106,-0.00387864951002617,-0.00248559175510007
"736",1987,4,1525851,-0.0179972405050691,-0.0146242992078828
"737",1987,5,1529328,-0.00250032916,-0.0013996132666959
"738",1987,6,1524727,0.010428715772093,0.010036188435207
"739",1987,7,1551988,-0.00134718892522936,-0.000205870112718913
"740",1987,8,1548890,-0.00329255469698083,-0.00236566357095121
"741",1987,9,1565955,-0.0145197133246575,-0.0122330074465798
"742",1987,10,1561210,0.0330265579269406,0.0301988511642513
"743",1987,11,1585865,0.00441924115045455,0.00472144717186312
"744",1987,12,1605381,0.0116325434135747,0.0108045281827371
"745",1988,1,1630471,0.0262534702121076,0.0234857158694019
"746",1988,2,1614788,0.00932994450271493,0.00897196657668245
"747",1988,3,1634468,-0.00710011016891892,-0.00562985009612461
"748",1988,4,1659581,-0.00302254755784753,-0.00222946777909786
"749",1988,5,1632791,-0.00464319470590909,-0.00355713966356937
"750",1988,6,1651685,0.0186967959497738,0.0171592441839535
"751",1988,7,1673598,-0.00398868459506726,-0.0032383645963398
"752",1988,8,1630784,0.00287644075727273,0.00310184018030892
"753",1988,9,1662722,0.0181630743013514,0.0170065946147974
"754",1988,10,1701905,0.0152411344546667,0.0143102411568917
"755",1988,11,1686347,-0.00832869172387387,-0.00671452070202064
"756",1988,12,1713856,0.00367979484508929,0.00425721763134727
"757",1989,1,1723665,0.0122814715696429,0.0116912998375253
"758",1989,2,1733411,-0.00568135495155556,-0.00418590725985355
"759",1989,3,1742546,0.00664712214424779,0.006709809045184
"760",1989,4,1765409,0.0180002764418502,0.0169520682906079
"761",1989,5,1728058,0.0198828990192825,0.0187630111153341
"762",1989,6,1760303,0.0270985864417778,0.025875178239591
"763",1989,7,1776289,0.0178482399400881,0.0169453316106743
"764",1989,8,1736279,-0.0110093377804444,-0.00964157234176408
"765",1989,9,1785453,0.00369323070524017,0.00422854017088924
"766",1989,10,1779737,0.0214723169394737,0.0206333150631038
"767",1989,11,1802137,0.00886705099251101,0.00860842942416359
"768",1989,12,1847116,0.00173369399257642,0.00252072937801232
"769",1990,1,1832503,-0.00779003208228943,-0.00700641864468369
"770",1990,2,1841621,0.00298864820579736,0.00323832041663074
"771",1990,3,1870656,0.00200276457641921,0.00232100534479311
"772",1990,4,1867707,-0.00457175805701754,-0.00362705639579479
"773",1990,5,1868139,0.0223705647519824,0.0211065293617025
"774",1990,6,1917142,0.012987336556087,0.0125928148662575
"775",1990,7,1923520,0.011675640580786,0.0113406400089986
"776",1990,8,1920244,-0.00868392257324561,-0.00744025829451143
"777",1990,9,1983338,0.00901403906724138,0.00853084601888559
"778",1990,10,1965023,0.014170709626087,0.0135946605343888
"779",1990,11,1988388,0.0181430048291304,0.0169228517414792
"780",1990,12,2054618,0.0135298858478448,0.0129412228043122
"781",1991,1,2060520,0.00935262484784483,0.00930561377663978
"782",1991,2,2089396,0.00568860906939655,0.00563099715002302
"783",1991,3,2133451,0.00426808484595745,0.00430366274696039
"784",1991,4,2096301,0.00966478945708154,0.00958542877792741
"785",1991,5,2078132,0.00480135756452991,0.00468687234078321
"786",1991,6,2158795,-0.000348303651882845,-9.03610349100308e-05
"787",1991,7,2127325,0.0107284819283898,0.010398130675287
"788",1991,8,2160721,0.018435334464135,0.0174009886883076
"789",1991,9,2227824,0.0166828293883333,0.015694679831677
"790",1991,10,2256900,0.00850524127344398,0.0080704141161826
"791",1991,11,2286779,0.00958917319958333,0.00815819546262936
"792",1991,12,2286834,0.0262325748895833,0.0245647047826585
"793",1992,1,2319755,-0.0103743199524793,-0.00881087480396301
"794",1992,2,2338362,0.00371302021833333,0.00333784884382876
"795",1992,3,2361861,-0.0033936031665272,-0.00253022088743999
"796",1992,4,2371035,0.00625776657708333,0.00595817657975766
"797",1992,5,2397221,0.0134052474158333,0.0126992107915913
"798",1992,6,2426442,0.01267207863375,0.0110706202507133
"799",1992,7,2435071,0.0198369992900415,0.0182942141991921
"800",1992,8,2480879,0.00821758859834025,0.00746946546617223
"801",1992,9,2506850,0.0123331066259259,0.0112108329897035
"802",1992,10,2511516,-0.0105972969917695,-0.00933837223259382
"803",1992,11,2498217,-0.00118436719211618,-0.000374402171996028
"804",1992,12,2555802,0.0130107204213115,0.0123820118921357
"805",1993,1,2596810,0.015925620182377,0.0146266745657287
"806",1993,2,2578287,0.0150946703478992,0.0136694504380501
"807",1993,3,2603645,0.00390354775916667,0.00337967233902667
"808",1993,4,2630968,0.00654314625123967,0.00611891658676996
"809",1993,5,2643407,-0.000742275129463333,-0.000371932836807054
"810",1993,6,2634658,0.0168532334516807,0.0155803980773576
"811",1993,7,2680510,0.00422841733958333,0.00446228789059354
"812",1993,8,2683292,0.0163275559472574,0.0152191572017407
"813",1993,9,2726562,0.00395100780414938,0.0035903834509958
"814",1993,10,2759570,0.00299513205330579,0.00309997815042253
"815",1993,11,2712521,-0.00663508230084388,-0.00568723542648157
"816",1993,12,2793479,0.00361834392845188,0.00345786020344137
"817",1994,1,2821521,0.010816300467364,0.00995961933480073
"818",1994,2,2809228,-0.0152107056164557,-0.0134302462152292
"819",1994,3,2836072,-0.0147317987306723,-0.0128931540562485
"820",1994,4,2873996,-0.00576893321631799,-0.00497136174172121
"821",1994,5,2817741,0.000349186193368803,0.000420341977534053
"822",1994,6,2844136,-0.000358900814767932,2.32943264667724e-05
"823",1994,7,2896610,0.0134194167807531,0.0127374334091281
"824",1994,8,2828001,0.00216186121201717,0.00192272216234213
"825",1994,9,2907547,-0.00925037760378151,-0.0081809434121241
"826",1994,10,2938656,0.000547974853556485,0.000998362062485878
"827",1994,11,2917157,-0.000942831235042735,-0.000592201494002003
"828",1994,12,2956625,0.00551771343559322,0.00548007390337283
"829",1995,1,2967982,0.0153545788123932,0.0144530108148406
"830",1995,2,2981304,0.0178949548575758,0.0161260807367559
"831",1995,3,3034801,0.00598897691367521,0.0059421745555556
"832",1995,4,3055182,0.0109019749051064,0.00996726766135163
"833",1995,5,2940235,0.0319947307083333,0.0289390202657929
"834",1995,6,3024553,0.00760769573347639,0.00728455031701154
"835",1995,7,3094137,-0.00133853348680851,-0.000492705683519346
"836",1995,8,3045665,0.00971607195714286,0.00916387140159571
"837",1995,9,3129122,0.00772132911779661,0.00718939856986126
"838",1995,10,3100314,0.0122565576816239,0.011528160487257
"839",1995,11,3072870,0.0129887508077586,0.011902842933386
"840",1995,12,3162712,0.0111467655455319,0.0104597556638946
"841",1996,1,3103600,0.0064868706034632,0.00616388881530555
"842",1996,2,3101781,-0.0128243119352174,-0.01083637746943
"843",1996,3,3221798,-0.00568765190291845,-0.00437623493200013
"844",1996,4,3163633,-0.00357040896913043,-0.00216178635145325
"845",1996,5,3108807,-1.6936800930131e-05,0.00064312847748229
"846",1996,6,3199726,0.00957667116781116,0.00884699647111068
"847",1996,7,3149151,0.00341212517860262,0.00360602155251847
"848",1996,8,3187824,-0.000139674923478261,0.000418732014020473
"849",1996,9,3219660,0.0136408788497835,0.0125133046721209
"850",1996,10,3214962,0.0175768296948276,0.0160626653403064
"851",1996,11,3249112,0.0135457005527897,0.012246189126849
"852",1996,12,3248432,-0.00630314534978355,-0.00481317386822889
"853",1997,1,3250963,0.00228854982943723,0.00253823999886514
"854",1997,2,3251739,0.00155890828528139,0.00181747494688202
"855",1997,3,3306572,-0.00636171841559829,-0.00499194876301041
"856",1997,4,3299374,0.0113736728253219,0.0105938450767508
"857",1997,5,3228805,0.00784419281422414,0.00760688961944797
"858",1997,6,3233078,0.0099136171862069,0.00933811797675039
"859",1997,7,3227974,0.0217060442482759,0.0199045839652665
"860",1997,8,3245588,-0.00620658842575107,-0.00505933417415276
"861",1997,9,3230362,0.0131959735538793,0.0122914845691567
"862",1997,10,3233991,0.013009615349569,0.0120623689795702
"863",1997,11,3248388,0.00353469225646552,0.00370054694056335
"864",1997,12,3245189,0.0104654401621739,0.00982487117279342
"865",1998,1,3243663,0.012367857887931,0.0114518541967752
"866",1998,2,3197162,-0.00118562842088428,-0.000671914448520792
"867",1998,3,3222295,0.00388435499086957,0.00404140835797622
"868",1998,4,3171947,0.00417883216478261,0.00422442440551434
"869",1998,5,3194566,0.00777071032543103,0.00752240070623521
"870",1998,6,3149146,0.00939127826565217,0.00920442356607776
"871",1998,7,3139503,0.00296130329478261,0.00303017708918628
"872",1998,8,3107808,0.0224576508311404,0.0211916565290891
"873",1998,9,3138359,0.0192662836969432,0.0181990196294038
"874",1998,10,3128279,-0.00100190610219298,-0.000682697359349022
"875",1998,11,3061661,0.000947486050678733,0.00122040230669591
"876",1998,12,3121488,0.00251754008609865,0.00255878871872184
"877",1999,1,3127573,0.00475338632723214,0.00476336356193784
"878",1999,2,3057477,-0.016852349915,-0.0154662023290635
"879",1999,3,3061342,0.00532515449041096,0.00523095473889745
"880",1999,4,3010747,0.00332576178479263,0.00331464450187751
"881",1999,5,3030555,-0.00601452683594495,-0.00542838084473389
"882",1999,6,3003594,0.00100755517361111,0.0011758749247065
"883",1999,7,3013825,-5.85745134259259e-05,0.000172731490508374
"884",1999,8,2944763,0.00163835914976303,0.00174376465420667
"885",1999,9,2981161,0.00714203605023474,0.00692216361505819
"886",1999,10,3007702,0.000694317320187793,0.000919374773500832
"887",1999,11,2922951,0.000286020956198068,0.000485577168599806
"888",1999,12,2971841,-0.00272711663203883,-0.0022573428028302
"889",2000,1,2954146,0.00290645882254902,0.00289439007077291
"890",2000,2,2896808,0.0111814413442786,0.0109432566266043
"891",2000,3,2912436,0.0152237784830846,0.014543957700079
"892",2000,4,2921998,-0.000835186545544554,-0.000473006005480497
"893",2000,5,2814942,0.00349156349742268,0.00357656809418773
"894",2000,6,2799361,0.0127417709450777,0.0122218648839637
"895",2000,7,2806394,0.00845127024611399,0.00813007065764775
"896",2000,8,2717327,0.011890964881383,0.0113162827104154
"897",2000,9,2786403,0.00232370166684211,0.00251479687776406
"898",2000,10,2710604,0.00840345975967742,0.00813125542432712
"899",2000,11,2655770,0.0148348589461538,0.0141670547766387
"900",2000,12,2737906,0.0155971534945946,0.0148953949899186
"901",2001,1,2672486,0.00951084773646409,0.00917767147239237
"902",2001,2,2640899,0.00914218547022472,0.00856674503418987
"903",2001,3,2687420,0.00363732205833333,0.00385231364188742
"904",2001,4,2604820,-0.0070437458480226,-0.00622030046504204
"905",2001,5,2506866,0.00473071514739884,0.00463330663783242
"906",2001,6,2539363,0.00299351987745665,0.00297935676268308
"907",2001,7,2523308,0.0181262506345029,0.0168519930097062
"908",2001,8,2489488,0.010728928335119,0.00998785334745626
"909",2001,9,2599438,0.0124228859394118,0.0117263050601526
"910",2001,10,2543771,0.0216103281674699,0.0192874698154782
"911",2001,11,2491593,-0.017529881075,-0.0153818018525528
"912",2001,12,2582643,-0.0050259914560241,-0.00444200846959769
"913",2002,1,2554135,0.00488618295914634,0.00433601544360635
"914",2002,2,2559924,0.00691443208209877,0.00633389229872274
"915",2002,3,2640776,-0.0163864833550884,-0.0142189710825245
"916",2002,4,2584582,0.0183223734875,0.0161869036302901
"917",2002,5,2514145,0.00446737729746835,0.00443581549624437
"918",2002,6,2638649,0.0102891390900621,0.0094833791792836
"919",2002,7,2621941,0.0168755006484076,0.0152076034116823
"920",2002,8,2632429,0.0159867524592357,0.013527873545888
"921",2002,9,2668180,0.0191665529301282,0.0167782838776867
"922",2002,10,2683586,-0.00726329567115385,-0.00538869769042978
"923",2002,11,2749969,-0.00665295903419355,-0.00584828603647205
"924",2002,12,2751810,0.0192396679519481,0.0163600564027441
"925",2003,1,2730994,-0.00174744283986928,-0.00148032714729688
"926",2003,2,2759780,0.0126743071397351,0.0103196488693897
"927",2003,3,2848937,-0.00209844917368421,-0.00115326262778345
"928",2003,4,2868688,0.00353648681788079,0.00280291653088785
"929",2003,5,2823100,0.0204577016744966,0.0158455912949639
"930",2003,6,2877468,-0.002963391232,-0.00176522218356197
"931",2003,7,2927025,-0.0309326357133333,-0.0229504960912955
"932",2003,8,2957212,0.00205585698513513,0.00121433444890847
"933",2003,9,2973468,0.023862995190604,0.0187262211956678
"934",2003,10,2988893,-0.0110430360153333,-0.00846868254678274
"935",2003,11,3063205,0.000710412346,0.000405751290269636
"936",2003,12,3066915,0.00757193290331126,0.00638070597119617
"937",2004,1,3096712,0.00655039034313726,0.00511962756233809
"938",2004,2,3069536,0.00968044150463576,0.00773215197258009
"939",2004,3,3157098,0.00712745815714286,0.00578122839888964
"940",2004,4,3176331,-0.0245748901103226,-0.0192028531599157
"941",2004,5,3203619,-0.00236613748961039,-0.00189769370516856
"942",2004,6,3200727,0.00499748378322581,0.00384259541260582
"943",2004,7,3213057,0.00643451816794872,0.00523808558626635
"944",2004,8,3197304,0.017069408011039,0.0134928868675149
