,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
201202,2.55,6.74,3.98,5.77,6.06
201203,2.98,4.36,2.99,1.84,0.69
201204,-0.02,-0.62,-2.36,-2.08,-2.97
201205,-4.45,-6.51,-6.93,-10.24,-10.09
201206,4.94,3.14,1.83,3.62,4
201207,1.62,0.72,0.29,-0.08,-2.45
201208,0.51,3.93,4.14,5.88,4.06
201209,2.49,2.83,3.01,2.99,2.82
201210,-1.21,-1.87,-2.43,-2.07,-4.07
201211,0,0.82,1.77,2.4,2.02
201212,0.38,2.3,0.08,2.8,3.12
201301,5.91,5.76,3.58,6.34,8.15
201302,2.29,1.2,0.34,0.3,-1.04
201303,3.88,3.94,4.51,4.57,3.46
201304,1.94,2.03,0.64,0.07,0.76
201305,1.22,3.38,4.29,2.93,5.87
201306,-0.25,-0.36,-2.25,-4.52,-0.64
201307,5.6,4.47,5.09,8.58,8.51
201308,-4.23,-2.98,-0.84,-1.34,-1.22
201309,2.25,4.49,5.86,3.83,5.69
201310,4.38,4.65,4.18,4.33,1.86
201311,3.06,2.76,3.12,4.13,3.07
201312,2.11,3.13,2.9,2.97,3.92
201401,-4.39,-4.06,-3.09,-0.7,0.96
201402,3.64,4.97,5.62,4.84,7.83
201403,2.03,1.17,-1.52,-1.45,-5.8
201404,0.9,-0.85,0.87,-1.91,-5.51
201405,1.54,2.27,2.68,3.37,0.6
201406,1.89,2.03,2.83,4.06,7.31
201407,-2.06,-1.86,-1.31,-1.82,-5.47
201408,3.56,4.8,3.97,5.45,5.37
201409,-0.79,-1.94,-3.31,-3.93,-4.48
201410,2.58,2.15,3.28,1.31,2.82
201411,2.65,2.77,4.03,0.43,-1.17
201412,0.07,0.16,-0.41,-0.67,-0.45
201501,-3.44,-2.98,-4.09,-0.98,-0.3
201502,6.27,4.16,7.41,6.5,7.37
201503,-1.42,-0.19,-1.3,-1.52,-1.16
201504,0.18,-0.28,1.7,1.5,1.99
201505,1.18,2.12,1.58,0.29,1.64
201506,-1.41,-1.39,-0.52,-3.18,-1.94
201507,2.34,2.73,0.38,0.13,-3.45
