,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
201112,0.31,-3.61,0.9,0.64,0.27
201201,4.22,6.6,3.37,8.6,6.58
201202,3.79,4.42,4.53,8.12,3.56
201203,1.09,1.66,2.56,5.94,1.66
201204,0.3,-0.52,-0.8,-1.43,-2.35
201205,-5.24,-8.33,-6.9,-6.12,-8.11
201206,4.66,4.1,3.14,2.61,4.76
201207,1.81,0.41,2.01,0.64,-2.6
201208,0.41,3.23,3.54,5.75,4.27
201209,3.41,4.24,2.37,2.6,2.59
201210,-2.42,0.92,-3.28,-5.24,-1.09
201211,0.22,-0.8,2.31,1.43,-0.27
201212,1.47,3.55,1.98,-0.19,3.44
201301,5.47,5.98,7.02,-0.68,8.02
201302,1.92,0.19,1.01,-0.98,0.42
201303,4.37,5.55,1.83,3.56,3.56
201304,2.76,0.68,1.37,0.39,1.97
201305,1.71,3.94,3.27,3.67,4.8
201306,-0.03,-2.66,-1.18,-5.04,1.26
201307,3.46,6.14,7.99,5.8,9.82
201308,-1.47,-2.22,-0.72,-3.28,-1.16
201309,3.03,4.97,2.88,3.83,7.07
201310,3.53,3.65,6.14,4.6,0.8
201311,4.65,0.89,3.2,3.78,1.35
201312,1.75,2.28,1.74,2.04,4.25
201401,-2.3,-2.7,-4.04,-0.82,2.72
201402,4.23,4.95,5.19,3.92,6.83
201403,2.29,0.85,0.73,-0.48,-3.94
201404,-1.13,0.89,2.19,-1.85,-3.36
201405,1.98,2.13,3.36,2.3,2.4
201406,2.98,3.62,3.17,3.21,5.85
201407,-2.47,-2.67,-2.1,-3.22,-4.53
201408,4.23,3.75,5.35,3.94,4.7
201409,-2.5,-4.53,-1.47,-2.11,-3.48
201410,2.67,1.44,0.7,2.76,1
201411,1.89,1.69,1.79,0.86,0.22
201412,-0.33,0.51,-1.54,0.49,0.2
201501,-3.62,-3.62,-0.85,-2.41,-1.71
201502,4.79,6.04,5.41,5.56,8.97
201503,-1.15,0.34,-0.77,-0.26,0.57
201504,0.4,1.52,0.96,-0.8,-0.39
201505,0.1,0.42,2.19,1.9,2.7
201506,-2.36,-2.3,-0.96,-1.16,0.52
201507,-0.19,0.12,8.26,1.58,0.43
