,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
198904,5.98,5.21,4.52,4.45,4.07
198905,4.7,3.28,4.1,4.3,3.97
198906,-1.13,-0.75,-0.83,-0.16,1.27
198907,9.99,8.78,6.2,6.8,5.94
198908,0.91,2.52,3.09,2.41,2.36
198909,1.09,-1.13,-0.46,0.36,-0.3
198910,-1.09,-3.9,-4.03,-3.42,-2.04
198911,1.81,2.23,1.95,1.09,0.91
198912,0.92,1.01,3.27,3.84,0.98
199001,-7.77,-6.2,-7.17,-7.55,-6.86
199002,0.64,1.96,2.3,1.54,2.33
199003,4.11,3.77,0.88,1.11,0.71
199004,-0.59,-1.87,-4.04,-4.31,-4.69
199005,11.18,10.29,7.79,6.33,7.46
199006,2.63,-1.7,-1.98,-2.87,-0.19
199007,-1.55,-1.55,0.8,-2.09,-2.6
199008,-9.42,-10.84,-7.63,-9.45,-10.6
199009,-5.74,-5.77,-3.03,-6.89,-7.54
199010,0.57,-2.43,-1.99,-0.83,-1.03
199011,7.11,7.75,6.47,6.89,4.77
199012,3.52,3.85,2.09,2.94,1.73
199101,5.98,5.98,3.01,5.87,4.89
199102,8.44,7.75,6.04,7.15,8.19
199103,4.94,2.45,0.98,3.04,2.76
199104,-0.26,0.04,0.67,1.53,0.12
199105,4.26,4.78,2.6,4.06,5.52
199106,-4.54,-5.39,-3.93,-3.99,-4.05
199107,6.21,3.17,4.15,4.67,3.21
199108,4.07,1.09,2.83,2.15,3.11
199109,-1.67,-1.08,-0.69,0.09,-2.2
199110,1.73,0.96,1.88,2.74,2.37
199111,-1.59,-5.34,-4.83,-3.63,-6.84
199112,14.82,8.89,8.2,7.38,11.1
199201,-2.02,-0.85,-0.34,1.64,8.39
199202,0.11,0.28,2.29,3.69,8.19
199203,-3.5,-1.79,-0.58,-1.06,-0.9
199204,-0.94,4.08,3.41,2.2,4.38
199205,0.93,0.38,0.54,0.38,1.31
199206,-3.22,-0.83,-2.16,-0.58,0.06
199207,4.81,3.75,4.51,3.6,1.21
199208,-1.08,-2.94,-0.95,-2.91,-6.47
199209,0.85,3.27,1.15,0.41,0.66
199210,2.67,1.66,-0.94,-0.61,1.42
199211,4.76,5.31,1.77,3.37,6.88
199212,-0.09,3.17,3.2,1.44,3.74
199301,-1.82,1.44,1.53,3.29,7.53
199302,-3.87,1.56,4.04,3.92,2.17
199303,1.21,3.65,3.42,1.52,3.58
199304,-5.6,-2.4,-0.71,-1.62,-0.44
199305,4.08,4.57,1.69,1.67,1.27
199306,-1.85,0.9,1.73,1.6,3.75
199307,-2.94,0.4,1.02,2.46,0.72
199308,4.06,2.83,4.2,4.17,3.14
199309,-0.06,-0.47,0.24,1.15,-1.36
199310,3.88,0.57,0.01,-0.53,3.62
199311,0.3,-2.05,-2.82,-3.32,0.27
199312,1,3.21,1.64,1.65,2.85
199401,1.61,3.54,4.35,2.87,5.39
199402,-1.6,-1.11,-2.64,-4.2,-3.92
199403,-5.14,-4.23,-3.36,-4.3,-4.15
199404,0.71,-0.33,2.55,1.34,1.85
199405,0.5,2.27,1.31,0.26,0.35
199406,-3.22,-3.02,-1.95,-1.71,-3.16
199407,2.57,3.01,4.02,3.55,3.09
199408,6.72,3.4,2.13,3.79,3.3
199409,-0.36,-3.17,-2.55,-2.81,-3.86
199410,2.68,1.36,2.7,1.21,-0.95
199411,-2.41,-4.51,-3.15,-4.75,-4.41
199412,0.82,2.04,0.79,1.71,1.86
199501,2.07,2.54,3.21,2.02,1.42
199502,3.57,4.64,3.09,4.19,5.7
199503,2.98,3.07,2.39,2.09,1.58
199504,2.09,2.25,2.87,3.17,4.28
199505,3.34,2.52,4.03,4.47,4.95
199506,4.74,2.29,1.05,2.5,2.5
199507,4.22,3.92,4.14,4.09,3.62
199508,0.17,1.12,0.45,1.99,3.99
199509,5.2,3.29,2.14,4.39,2.54
199510,-0.33,-0.51,-0.53,-2.71,-3.62
199511,4.6,2.78,4.15,6.06,4.95
199512,0.43,2.01,3.16,1.51,1.96
199601,3.06,2.5,2.53,2.72,2.52
199602,1.96,1.8,1.6,1.37,1.68
199603,0.2,1.41,1.35,2.08,2.65
199604,2.82,3.45,2.05,-0.05,1.01
199605,4.43,1.29,1.01,2.5,2.83
199606,-0.33,-0.57,-0.19,-0.42,-2.16
199607,-6.51,-5.11,-3.61,-4.31,-5.15
199608,2.48,2.86,4.29,3.6,3.56
199609,7.03,4.6,4.21,3.5,2.32
199610,0.15,1.19,3.47,3.75,3.89
199611,6.93,6.44,7.34,7.14,6.42
