"","PERMNO","TICKER","CUSIP","YEAR","MCAP","RET","rr1","rr2"
"1154","10078","SUNW","86681020","2002","9.936164e+06","-7.471541e-01"," 4.089719e-01"," 1.239071e+05"
"1155","10078","SUNW","86681020","2003","1.469243e+07"," 4.372990e-01","-2.803810e-02"," 2.802044e+05"
"1156","10078","SUNW","86681020","2004","1.820667e+07"," 2.058161e-01"," 2.477073e-01"," 3.328177e+05"
"1157","10078","SUNW","86681020","2005","1.450156e+07","-2.226336e-01"," 1.100916e+00"," 3.743972e+05"
"1158","10078","SUNW","86681020","2006","1.951608e+07"," 2.935566e-01"," 4.311882e-01"," 5.035874e+05"
"1159","10078","JAVA","86681020","2007","1.435896e+07","-1.637473e-01"," 4.651181e-02"," 1.225000e+04"
"1160","10078","JAVA","86681020","2008","2.845900e+06","-7.893000e-01","-2.765962e-01"," 1.201810e+04"
"1161","10078","JAVA","86681020","2009","7.064418e+06"," 1.452881e+00","-7.553189e-01"," 1.112350e+04"
"1162","10079","GCCC","36938610","1986","1.093500e+04","-4.736838e-01","-8.829789e-01"," 8.789469e+03"
"1163","10079","GCCC","36938610","1987","1.298550e+04"," 9.999947e-02","-8.935770e-01"," 7.302031e+03"
"1164","10079","GCCC","36938610","1988","6.492750e+03","-5.000005e-01"," 0.000000e+00"," 0.000000e+00"
"1165","10079","GCCC","36938610","1989","6.492750e+03","-1.230288e-06","-1.351246e-02"," 4.029060e+04"
"1166","10079","GCCC","36938610","1990","6.296000e+03","-3.030474e-02","-2.334097e-01"," 3.205199e+04"
"1167","10079","GCCC","36938610","1991","2.298250e+04"," 2.625002e+00","-3.885388e-01"," 3.198419e+04"
"1168","10079","GCCC","36938610","1992","4.782750e+04"," 8.103442e-01","-4.176544e-01"," 2.971144e+04"
"1169","10079","GCCC","36938610","1993","2.286250e+04","-5.238092e-01","-5.523237e-01"," 2.769648e+04"
"1170","10079","GCCC","36938610","1994","1.336650e+04","-4.299999e-01","-2.419349e-01"," 1.249505e+04"
"1171","10079","GCCC","36938610","1995","1.500800e+04"," 1.228070e-01","-8.548382e-01"," 1.007952e+04"
"1172","10080","MHCO","61576210","1986","2.008000e+04","-5.555552e-01","-8.387100e-01"," 7.895225e+03"
"1173","10080","MHCO","61576210","1987","9.500000e+03","-5.000008e-01","-9.919355e-01"," 6.560061e+03"
"1174","10080","MHCO","61576210","1988","9.454500e+03"," 3.124911e-02","-3.952671e-02"," 4.015372e+05"
"1175","10080","MHCO","61576210","1989","1.063288e+04"," 1.212130e-01"," 6.566580e-01"," 4.490944e+05"
"1176","10080","MHCO","61576210","1990","1.128500e+04"," 8.108008e-02"," 1.326185e+00"," 8.042020e+05"
"1177","10080","MHCO","61576210","1991","1.128500e+04"," 2.140976e-07"," 1.266106e+00"," 9.505306e+05"
"1178","10080","MHCO","61576210","1992","1.156713e+04"," 2.499982e-02"," 1.472117e+00"," 1.177395e+06"
"1179","10080","MHCO","61576210","1993","1.006650e+04","-1.219510e-01"," 1.958074e-01"," 2.260206e+06"
"1180","10080","MHCO","61576210","1994","1.049750e+04"," 5.555619e-02"," 6.153837e-01"," 2.585253e+06"
"1181","10080","MHCO","61576210","1995","8.524688e+03","-1.710527e-01"," 8.811153e-01"," 2.702864e+06"
"1182","10080","MHCO","61576210","1996","7.003750e+03","-1.746035e-01"," 6.013980e-01"," 2.769535e+06"
"1183","10080","MHCO","61576210","1997","5.043281e+03","-1.634610e-01"," 9.929979e-01"," 2.717292e+06"
"1184","10080","MHCO","61576210","1998","4.637500e+03","-8.045920e-02","-1.205475e-01"," 7.593451e+06"
"1185","10080","MHCO","61576210","1999","2.868000e+03","-3.999999e-01"," 3.209922e-01"," 1.035131e+07"
"1186","10080","MHCO","61576210","2000","2.273750e+03","-1.666675e-01"," 1.049394e+00"," 1.276584e+07"
"1187","10080","MHCO","61576210","2001","3.743140e+03"," 6.880005e-01"," 3.447568e+00"," 1.473025e+07"
"1188","10080","MHCO","61576210","2002","4.512130e+03"," 2.108993e-01"," 1.411131e+01"," 2.386601e+07"
"1189","10080","MHCO","61576210","2003","3.708600e+03","-1.780811e-01"," 1.121074e-01"," 9.718482e+07"
"1190","10081","","00899390","1926","5.960000e+03","-3.466788e-01","-6.048486e-01"," 5.407864e+07"
"1191","10081","","00899390","1927","4.172000e+03","-2.711027e-01","-8.975756e-01"," 3.643489e+07"
"1192","10081","","00899390","1928","4.172000e+03","-8.236154e-07"," 1.163315e-01"," 1.595789e+07"
"1193","10081","","00899390","1929","5.960000e+02","-8.571430e-01"," 1.591805e-02"," 1.489543e+07"
"1194","10081","","00899390","1930","3.725000e+02","-3.749989e-01","-1.411416e-01"," 1.421046e+07"
"1195","10081","","00899390","1931","2.980000e+02","-1.999989e-01"," 1.014062e-01"," 1.504417e+07"
"1196","10082","ACSE","00087230","1983","4.522500e+03","-2.500004e-01","-1.114175e-01"," 1.326402e+07"
"1197","10082","ACSE","00087230","1984","3.083750e+03","-3.333335e-01","-7.412625e-01"," 8.250446e+06"
"1198","10082","ACSE","00087230","1985","6.054750e+03"," 9.500012e-01","-4.248958e-01"," 7.109803e+06"
"1199","10082","ACSE","00087230","1986","4.650469e+03","-4.230779e-01","-3.361399e-02"," 2.230740e+04"
"1200","10082","ACSE","00087230","1987","1.545938e+03","-6.666665e-01","-4.710719e-01"," 2.075449e+04"
"1201","10082","ACSE","00087230","1988","5.051594e+03"," 2.266665e+00","-4.214831e-01"," 1.662376e+04"
"1202","10082","ACSE","00087230","1989","7.486190e+03"," 3.775520e-01","-7.024755e-01"," 1.500931e+04"
"1203","10082","ACSE","00087230","1990","4.667250e+03","-3.777769e-01","-7.437994e-01"," 1.283605e+04"
"1204","10082","ACSE","00087230","1991","5.334000e+03"," 1.428588e-01","-9.329562e-06"," 6.616015e+03"
"1205","10082","ACSE","00087230","1993","1.043550e+05"," 2.999996e+00"," 2.374953e+00"," 1.141759e+04"
"1206","10082","ACSE","00087230","1994","9.121875e+04","-4.166663e-01"," 5.562433e+00"," 1.878471e+04"
"1207","10082","ACSE","00087230","1995","1.889531e+05"," 1.071431e+00"," 2.187491e+00"," 2.257221e+04"
"1208","10083","TKAI","17185310","1986","6.521250e+04","-2.462320e-01"," 9.062440e-01"," 2.176072e+04"
"1209","10083","TKAI","17185310","1987","3.961650e+04","-4.133332e-01"," 1.325310e-01"," 4.267000e+04"
"1210","10083","TKAI","17185310","1988","2.335938e+04","-4.318174e-01","-5.571420e-01"," 3.469679e+04"
"1211","10083","CMTK","17185310","1989","5.357763e+04","-3.099918e-02","-7.714275e-01"," 2.592051e+04"
"1212","10083","CMTK","17185310","1990","3.533750e+03","-9.342105e-01","-7.714280e-01"," 2.010278e+04"
"1213","10083","CMTK","17185310","1991","7.060000e+03"," 1.000000e+00","-7.285698e-01"," 1.717863e+04"
"1214","10083","CMTK","17185310","1992","7.886656e+03"," 1.000002e-01","-2.703049e-02"," 1.247631e+04"
"1215","10083","CMTK","17185310","1993","1.437250e+03","-8.181820e-01","-1.351450e-01"," 1.157405e+04"
"1216","10084","CRCC","22412810","1986","2.350000e+04","-3.815794e-01"," 1.080926e-01"," 1.157673e+04"
"1217","10084","CRCC","22412810","1987","6.250000e+03","-7.340427e-01","-2.973106e-01"," 1.165963e+04"
"1218","10084","CRCC","22412810","1988","8.149375e+03"," 3.599984e-01","-2.704036e-02"," 1.146350e+04"
"1219","10084","CRCC","22412810","1989","1.271944e+04"," 1.375176e+00","-1.269827e-01"," 9.313738e+03"
"1220","10084","CRCC","22412810","1990","3.355000e+03","-7.142854e-01","-3.095247e-01"," 7.819909e+03"
"1221","10084","CRCC","22412810","1991","3.050000e+03","-9.090960e-02","-3.650795e-01"," 6.694631e+03"
"1222","10084","CRCC","22412810","1992","2.135000e+03","-2.999999e-01","-5.873022e-01"," 5.868168e+03"
"1223","10084","CRCC","22412810","1993","1.372500e+03","-3.571424e-01","-7.628205e-08"," 2.197958e+03"
"1224","10084","CRCC","22412810","1994","1.448750e+03"," 5.555545e-02"," 7.353801e-01"," 2.910607e+03"
"1225","10085","UICI","90273710","1986","6.743100e+04"," 1.298616e-02"," 1.088193e+00"," 3.892549e+03"
"1226","10085","UICI","90273710","1987","3.500375e+04","-4.743583e-01","9.444439e-01","1.053430e+04"
"1227","10085","UICI","90273710","1988","2.847500e+04"," 5.421168e-01","6.810731e-01","8.987526e+03"
"1228","10085","UICI","90273710","1989","5.175450e+04"," 2.347417e+00","4.780468e-01","6.881354e+03"
"1229","10085","UICI","90273710","1990","5.950588e+04"," 1.532245e-01","4.951173e-01","6.040224e+03"
"1230","10085","UICI","90273710","1991","8.746650e+04"," 4.615372e-01","8.536477e-02","5.219308e+03"
"1231","10085","UICI","90273710","1992","1.713708e+05"," 5.119599e-01","4.268251e-02","4.328531e+03"
"1232","10085","UICI","90273710","1993","2.382465e+05"," 2.911370e-01","0.000000e+00","0.000000e+00"
"1233","10085","UICI","90273710","1994","3.187500e+05"," 3.333329e-01","-1.363633e-01"," 5.910938e+03"
"1234","10085","UICI","90273710","1995","7.214025e+05"," 1.220592e+00","-2.105260e-01"," 6.812510e+03"
"1235","10085","UICI","90273710","1996","1.466433e+06"," 7.218514e-01","-4.736858e-01"," 5.293091e+03"
"1236","10085","UICI","90273710","1997","1.612236e+06"," 7.307720e-02"," 1.282045e-01"," 6.893100e+03"
"1237","10085","UICI","90273710","1998","1.132660e+06","-2.974904e-01","-4.886385e-01"," 7.548971e+03"
"1238","10085","UCI","90273710","1999","4.901423e+05","-5.688774e-01","-8.295464e-01"," 5.509229e+03"
"1239","10085","UCI","90273710","2000","2.779759e+05","-4.378697e-01","-4.602297e-01"," 4.668745e+03"
"1240","10085","UCI","90273710","2001","6.429915e+05"," 1.273685e+00","-2.329584e-01"," 5.025697e+03"
"1241","10085","UCI","90273710","2002","7.491835e+05"," 1.518515e-01","-3.684207e-01"," 6.517831e+03"
"1242","10085","UCI","90273710","2003","6.163115e+05","-1.459810e-01","-3.709788e-01"," 6.420844e+03"
"1243","10085","UCI","90273710","2004","1.550179e+06"," 1.575655e+00","-4.111280e-01"," 7.303953e+03"
"1244","10085","UCI","90273710","2005","1.637970e+06"," 7.523345e-02"," 1.328726e+00"," 3.081862e+04"
"1245","10085","UCI","90273710","2006","1.724770e+06"," 4.167853e-02"," 4.454154e-01"," 5.255402e+04"
"1246","10086","LBSC","50215910","1986","3.558750e+04","-3.082378e-02"," 2.392386e-02"," 9.077575e+04"
"1247","10086","LBSC","50215910","1987","3.344250e+04","-3.657481e-02","-2.863809e-01"," 8.002965e+04"
"1248","10086","LBSC","50215910","1988","3.574200e+04"," 9.881025e-02","-5.680747e-01"," 8.641896e+04"
"1249","10086","LBSC","50215910","1989","3.522413e+04"," 1.563223e-02","-7.652585e-01"," 6.746026e+04"
"1250","10086","LBSC","50215910","1990","2.742600e+04","-2.862679e-01","-7.605640e-01"," 7.835091e+04"
"1251","10086","LBSC","50215910","1991","4.082700e+04"," 5.411326e-01","-9.375001e-01"," 2.116166e+04"
"1252","10086","LBSC","50215910","1992","4.983750e+04"," 2.528260e-01","-8.625002e-01"," 1.441029e+04"
"1253","10086","LBSC","50215910","1993","1.105825e+05"," 9.464210e-01","-8.625002e-01"," 1.366243e+04"
"1254","10086","LBSC","50215910","1994","1.201585e+05"," 9.510815e-02"," 8.695659e-02"," 3.680000e+04"
"1255","10087","BUTI","07465510","1986","4.235500e+04","-5.401067e-01","-3.552665e-01"," 4.115777e+04"
"1256","10087","BUTI","07465510","1987","2.265000e+04","-4.418604e-01","-8.289488e-01"," 2.890986e+04"
"1257","10087","BUTI","07465510","1988","3.373275e+04"," 7.083338e-01","-8.026334e-01"," 2.109678e+04"
"1258","10087","BUTI","07465510","1989","8.204150e+04"," 1.471061e+00","-4.605276e-01"," 1.976679e+04"
"1259","10087","BUTI","07465510","1990","7.421400e+04","-6.466511e-02","-7.142868e-01"," 6.338344e+03"
"1260","10087","BUTI","07465510","1991","1.030544e+05"," 4.109771e-01","-7.142846e-01"," 5.048498e+03"
"1261","10087","BUTI","07465510","1992","7.427175e+04","-2.379851e-01","-7.857112e-01"," 4.257108e+03"
"1262","10087","BUTI","07465510","1993","9.436350e+04"," 3.652959e-01","-8.642840e-01"," 3.662302e+03"
"1263","10087","BUTI","07465510","1994","9.658450e+04"," 4.111075e-02"," 2.666665e-02"," 6.820305e+04"
"1264","10087","BUTI","07465510","1995","5.605950e+04","-3.210383e-01"," 6.493131e-02"," 7.624622e+04"
"1265","10087","BUTI","07465510","1996","9.446125e+04"," 7.882365e-01","-4.545501e-01"," 6.836002e+04"
"1266","10087","BUTI","07465510","1997","4.371900e+04","-5.287347e-01","-1.657390e-01"," 5.924665e+04"
"1267","10087","BUTI","07465510","1998","4.067438e+04","-1.969766e-01"," 2.033588e+00"," 5.371525e+04"
"1268","10087","BUTI","07465510","1999","1.581781e+04","-5.858935e-01"," 1.269807e-01"," 5.449248e+04"
"1269","10087","BUTI","07465510","2000","4.993909e+04"," 2.157146e+00"," 6.984122e-01"," 6.228619e+04"
"1270","10088","VRBB","91828210","1986","5.950000e+03","-2.222215e-01"," 1.539697e+00"," 8.143351e+04"
"1271","10088","VRBB","91828210","1987","4.247250e+03","-7.500004e-01"," 2.238111e+00"," 1.142061e+05"
"1272","10088","VRBB","91828210","1988","3.033750e+03","-2.857140e-01"," 3.444471e+00"," 1.394272e+05"
"1273","10089","SYNR","02078110","1986","3.590800e+04","-6.269839e-01"," 7.947004e-02"," 7.768215e+05"
"1274","10089","SYNR","02078110","1987","1.911250e+04","-4.680845e-01"," 4.756053e-01"," 9.931493e+05"
"1275","10089","SYNR","02078110","1988","1.529000e+04","-2.000002e-01"," 7.012058e-01"," 1.171681e+06"
"1276","10089","SYNR","02078110","1989","2.845300e+04"," 8.500007e-01"," 1.066978e-01"," 1.163619e+06"
"1277","10089","SYNR","02078110","1990","7.035875e+03","-7.702703e-01","-5.121990e-01"," 1.151344e+06"
"1278","10089","SYNR","02078110","1991","1.213163e+04"," 9.999999e-01"," 9.473629e-02"," 2.974830e+05"
"1279","10089","SYNR","02078110","1992","1.042369e+04","-1.470584e-01"," 1.016581e+00"," 5.386679e+05"
"1280","10089","SYNR","02078110","1993","1.600775e+04"," 5.172399e-01"," 1.371292e+00"," 6.706290e+05"
"1281","10089","SYNR","02078110","1994","3.323363e+04"," 9.545428e-01","-6.024294e-03"," 6.090021e+05"
"1282","10089","ATGI","02078110","1995","4.758075e+04"," 4.651169e-01"," 1.562239e+00"," 1.066775e+06"
"1283","10089","ATGI","02078110","1996","2.582300e+04","-5.079371e-01"," 1.877129e+00"," 1.243446e+06"
"1284","10089","ATGI","02078110","1997","2.593150e+04"," 8.458815e-07","-2.941200e-02"," 3.246480e+04"
"1285","10089","ATGI","02078110","1998","1.061463e+04","-6.048388e-01"," 1.464392e-01"," 3.671534e+04"
"1286","10089","ATGI","02078110","1999","3.960000e+04"," 2.918367e+00"," 8.973062e-02"," 3.852232e+04"
"1287","10089","ATGI","02078110","2000","6.281725e+04"," 4.791673e-01"," 1.974084e-01"," 3.758935e+04"
"1288","10089","ATGI","02078110","2001","2.842800e+04","-5.492951e-01"," 2.161247e-01"," 3.696282e+04"
"1289","10089","ATGI","02078110","2002","7.252200e+03","-7.450002e-01","-2.868393e-01"," 3.388977e+04"
"1290","10089","ATGI","02078110","2003","9.029700e+03"," 2.450963e-01"," 1.003563e-01"," 3.488161e+04"
"1291","10089","ATGI","02078110","2004","6.185700e+03","-3.149606e-01"," 3.243139e-01"," 3.817739e+04"
"1292","10089","ATGI","02078110","2005","8.532000e+02","-8.620688e-01"," 1.611183e+00"," 4.463991e+04"
"1293","10090","AMSE","02755950","1986","1.589500e+04","-5.376402e-02"," 3.932602e-02"," 8.998330e+04"
"1294","10090","AMSE","02755950","1987","1.295938e+04","-4.318176e-01","-4.810812e-01"," 7.381236e+04"
"1295","10090","AMSE","02755950","1988","1.804800e+04","-4.000084e-02","-7.351345e-01"," 5.036391e+04"
"1296","10090","AMSE","02755950","1989","1.566550e+04","-2.083327e-01","-5.783793e-01"," 4.909651e+04"
"1297","10090","AMSE","02755950","1990","1.212600e+04","-5.789896e-01"," 9.522174e-02"," 5.417312e+04"
"1298","10090","AMSE","02755950","1991","4.515000e+04"," 1.500000e+00","-7.474149e-02"," 8.315718e+04"
"1299","10090","AMSE","02755950","1992","1.981850e+04","-5.666668e-01"," 1.920301e-01"," 9.585458e+04"
"1300","10090","AMSE","02755950","1993","1.080000e+05"," 3.615382e+00","-4.971838e-02"," 9.961594e+04"
"1301","10090","AMSE","02755950","1994","3.063825e+04","-7.166666e-01"," 2.074287e-01"," 9.259719e+04"
"1302","10090","AMSE","02755950","1995","8.380463e+04"," 1.735295e+00"," 3.989445e-01"," 9.248350e+04"
"1303","10091","ITXI","45837810","1986","2.050094e+04","-2.129630e-01","-2.631554e-02"," 5.546940e+04"
"1304","10091","ITXI","45837810","1987","2.849975e+04"," 3.647043e-01"," 9.412994e-01"," 5.898223e+04"
"1305","10091","ITXI","45837810","1988","6.791775e+04"," 1.362069e+00","-6.949393e-02"," 6.204659e+04"
"1306","10091","ITXI","45837810","1989","6.890925e+04"," 1.459900e-02","-2.291057e-01"," 5.814849e+04"
"1307","10092","LCIC","35086510","1986","1.226400e+04","-4.666674e-01","-6.968954e-01"," 5.294102e+04"
"1308","10092","LCIC","35086510","1987","1.111425e+04","-9.374810e-02"," 4.878048e-02"," 9.222500e+03"
"1309","10092","LCIC","35086510","1988","1.088500e+04","-3.448383e-02","-3.636344e-01"," 7.347637e+03"
"1310","10092","LCIC","35086510","1989","1.057050e+04","-3.571429e-02","-8.409086e-01"," 5.607951e+03"
"1311","10092","LCIC","35086510","1990","5.872500e+03","-4.444438e-01"," 1.574890e-02"," 1.004437e+05"
"1312","10092","LCIC","35086510","1991","9.470250e+03"," 8.000002e-01","-6.384618e-01"," 5.959318e+04"
"1313","10092","LCIC","35086510","1992","1.451125e+04"," 7.407440e-01","-7.999994e-01"," 4.195918e+04"
"1314","10092","LCIC","35086510","1993","3.071250e+04"," 7.872327e-01","-8.576918e-01"," 3.405380e+04"
"1315","10092","LCIC","35086510","1994","1.067563e+04","-6.547624e-01","-7.153834e-01"," 3.179831e+04"
"1316","10092","KIDE","35086510","1995","7.362500e+03","-3.103451e-01","-7.368428e-01"," 1.734486e+04"
"1317","10092","KIDE","35086510","1996","2.945000e+03","-5.999999e-01","-5.526351e-01"," 1.534995e+04"
"1318","10092","KIDE","35086510","1997","8.098750e+03"," 1.750004e+00","-6.315817e-01"," 1.350414e+04"
"1319","10092","KIDE","35086510","1998","3.686100e+04"," 3.000001e+00","-4.210628e-01"," 1.382844e+04"
"1320","10092","KIDE","35086510","1999","3.319960e+05"," 6.636358e+00"," 1.578721e-01"," 1.565209e+04"
"1321","10092","KDE","35086510","2000","1.079650e+05","-6.808034e-01"," 3.174613e-02"," 4.773180e+04"
"1322","10092","KDE","35086510","2001","2.444061e+05"," 1.241116e+00","-5.079383e-01"," 3.815344e+04"
"1323","10092","KDE","35086510","2002","2.784950e+05"," 1.023469e-01","-5.079384e-01"," 3.143126e+04"
"1324","10092","KDE","35086510","2003","3.491624e+05"," 1.784425e-01","-7.936516e-01"," 2.852346e+04"
"1325","10092","KDE","35086510","2004","2.807221e+05","-1.921596e-01","-2.539725e-01"," 2.826682e+04"
"1326","10092","KDE","35086510","2005","1.992944e+05","-2.535685e-01","-7.041312e-03"," 6.311217e+04"
"1327","10092","KDE","35086510","2006","2.393015e+05"," 1.612496e-01","-5.804204e-01"," 4.322699e+04"
"1328","10092","KDE","35086510","2007","1.737378e+05","-2.782660e-01","-8.869934e-01"," 2.844296e+04"
"1329","10092","KDE","35086510","2008","2.592492e+04","-8.509505e-01"," 6.299114e-02"," 9.065250e+03"
"1330","10092","KDE","35086510","2009","2.122968e+04","-1.887740e-01","-3.057868e-01"," 9.884564e+03"
"1331","10092","KDE","35086510","2010","9.754971e+03","-5.405038e-01","-3.846095e-02"," 1.475840e+04"
"1332","10093","AIRC","00929H10","1986","4.600000e+04","-4.964730e-01","-1.456337e-01"," 1.663192e+04"
"1333","10093","AIRC","00929H10","1987","2.875000e+04","-3.384033e-01","-5.145663e-01"," 1.947870e+04"
"1334","10093","AIRC","00929H10","1988","2.300000e+04","-1.854548e-01","-5.048560e-01"," 1.972441e+04"
"1335","10093","AIRC","00929H10","1989","7.906250e+03","-6.562500e-01","-6.407790e-01"," 2.023471e+04"
"1336","10093","AIRC","00929H10","1990","2.156250e+03","-7.272725e-01","-5.676125e-01"," 1.579389e+04"
"1337","10094","TUES","89903510","1986","3.550250e+04","-2.465752e-01"," 4.493781e-02"," 2.048902e+04"
"1338","10094","TUES","89903510","1987","3.439950e+04","-3.181953e-02","-5.676134e-01"," 2.317669e+04"
"1339","10094","TUES","89903510","1988","2.937750e+04","-1.549297e-01"," 1.107901e+00"," 3.415739e+04"
"1340","10094","TUES","89903510","1989","5.365525e+04"," 8.166653e-01","-3.514118e-01"," 4.291681e+04"
"1341","10094","TUES","89903510","1990","4.056950e+04","-2.477068e-01","-3.508811e-02"," 2.636699e+04"
"1342","10094","TUES","89903510","1991","1.277250e+05"," 1.926832e+00","-2.272745e-01"," 2.141869e+04"
"1343","10094","TUES","89903510","1992","8.965038e+04","-3.083329e-01"," 1.817966e-02"," 2.534067e+04"
"1344","10094","TUES","89903510","1993","4.251500e+04","-4.698788e-01"," 1.527286e+00"," 3.275658e+04"
"1345","10094","TUES","89903510","1994","4.582500e+04"," 6.818177e-02"," 2.156866e-01"," 2.287725e+04"
"1346","10094","TUES","89903510","1995","4.327950e+04","-6.382894e-02","-4.516134e-01"," 3.323428e+04"
"1347","10094","TUES","89903510","1996","1.690121e+05"," 2.886367e+00","-5.403235e-01"," 2.356248e+04"
"1348","10094","TUES","89903510","1997","2.971568e+05"," 7.456145e-01","-5.645172e-01"," 2.089725e+04"
"1349","10095","SYGN","87159410","1986","6.894350e+04","-3.703700e-01","-5.322613e-01"," 1.890835e+04"
"1350","10095","SYGN","87159410","1987","6.488800e+04","-5.882314e-02","-4.827620e-01"," 1.115447e+04"
"1351","10095","SYGN","87159410","1988","4.148175e+04","-4.062498e-01","-1.724224e-01"," 9.418443e+03"
"1352","10095","SYGN","87159410","1989","1.153880e+05"," 1.736846e+00"," 6.551558e-01"," 1.177310e+04"
"1353","10095","SYGN","87159410","1990","2.010315e+05"," 3.269223e-01"," 1.758599e+00"," 1.577549e+04"
"1354","10095","SYGN","87159410","1991","1.687909e+06"," 4.956521e+00","-1.034564e-01"," 1.594859e+04"
"1355","10095","SYGN","87159410","1992","1.611583e+06","-6.204322e-02","-1.000004e-01"," 6.488206e+03"
"1356","10095","SYGN","87159410","1993","2.919508e+05","-8.229575e-01","-5.310395e-01"," 6.312024e+03"
"1357","10095","SYGN","87159410","1994","2.341081e+05","-2.060441e-01"," 2.965368e-01"," 7.063033e+03"
"1358","10096","CIBA","17411410","1986","8.062500e+03","-1.883338e-06"," 3.468909e+00"," 1.124786e+04"
"1359","10096","CIBA","17411410","1987","6.740250e+03","-1.639991e-01"," 3.880662e+01"," 4.417380e+04"
"1360","10096","CIBA","17411410","1988","5.335125e+03","-2.087723e-01"," 4.895147e-02"," 1.097267e+05"
"1361","10096","CIBA","17411410","1989","9.108750e+03"," 7.073167e-01"," 1.275174e+00"," 2.196497e+05"
"1362","10096","CIBA","17411410","1990","9.629250e+03"," 5.714265e-02"," 1.553182e+00"," 2.381078e+05"
"1363","10097","FACE","30303130","1986","4.253906e+03","-5.588237e-01"," 4.919246e-02"," 3.603672e+05"
"1364","10097","FACE","30303130","1987","4.254360e+02","-9.000001e-01","-2.483260e-01"," 3.026260e+05"
"1365","10097","FACE","30303130","1988","8.507813e+02"," 1.000000e+00","-4.009707e-01"," 2.732977e+05"
"1366","10097","FACE","30303130","1991","3.213000e+03","-4.324322e-01","-3.075245e-01"," 2.547436e+05"
"1367","10097","FACE","30303130","1992","6.097500e+03"," 9.047635e-01","-1.406842e-01"," 1.572228e+05"
"1368","10097","FACE","30303130","1993","1.600625e+04"," 1.500001e+00","-8.179381e-01"," 1.052759e+05"
"1369","10097","FACE","30303130","1994","2.447672e+04"," 1.828344e-01","-8.579039e-01"," 6.341841e+04"
"1370","10097","FACE","30303130","1995","4.588650e+04"," 8.676234e-01"," 2.113810e-01"," 9.631250e+04"
"1371","10097","FACE","30303130","1996","6.288150e+04"," 3.707562e-01","-4.954830e-01"," 6.655836e+04"
"1372","10098","POLY","73168010","1986","2.018250e+04","-6.186440e-01","-6.789926e-01"," 5.411828e+04"
"1373","10098","POLY","73168010","1987","1.151213e+04","-3.999999e-01","-7.452824e-01"," 4.412041e+04"
"1374","10098","POLY","73168010","1988","2.578013e+04"," 1.259259e+00","-8.905510e-01"," 3.795509e+04"
"1375","10098","POLY","73168010","1989","2.831588e+04"," 9.836007e-02"," 0.000000e+00"," 5.411828e+04"
"1376","10099","ABCI","02461510","1986","4.204200e+04","-3.217399e-01"," 6.349257e-02"," 4.408380e+04"
"1377","10099","ABCI","02461510","1987","3.630938e+04","-2.200855e-01","-1.428545e-01"," 4.859876e+04"
"1378","10000","OMFGA","68391610","1986","1.981566e+03","-8.821428e-01","-2.499948e-01"," 4.598956e+04"
"1379","10000","OMFGA","68391610","1987","8.515938e+02","-5.757573e-01","-3.142797e-01"," 4.258684e+04"
"1380","10001","GFGC","36720410","1986","6.937000e+03"," 2.173691e-01"," 1.571551e-01"," 4.293070e+04"
"1381","10001","GFGC","36720410","1987","5.828000e+03","-1.012751e-01","-2.727271e-01"," 3.884852e+04"
"1382","10001","GFGC","36720410","1988","6.362250e+03"," 1.631602e-01"," 1.218178e+00"," 6.049322e+04"
"1383","10001","GFGC","36720410","1989","1.034775e+04"," 6.879258e-01"," 5.454456e-01"," 8.024704e+04"
"1384","10001","GFGC","36720410","1990","1.001300e+04","-8.721164e-03","-9.091815e-02"," 8.402659e+04"
"1385","10001","GFGC","36720410","1991","1.558750e+04"," 6.074708e-01","-1.454593e-01"," 7.695704e+04"
"1386","10001","GFGC","36720410","1992","1.512000e+04"," 1.262124e-02"," 6.818140e-02"," 4.603365e+04"
"1387","10001","EWST","36720410","1993","2.004713e+04"," 3.679967e-01"," 2.124991e+00"," 1.058711e+05"
"1388","10001","EWST","36720410","1994","1.779200e+04"," 6.616839e-03"," 4.838670e-02"," 9.371970e+04"
"1389","10001","EWST","36720410","1995","2.138438e+04"," 2.286283e-01","-3.125020e-01"," 8.837227e+04"
"1390","10001","EWST","36720410","1996","1.915063e+04","-9.044778e-02","-3.020860e-01"," 9.388792e+04"
"1391","10001","EWST","36720410","1997","2.155500e+04"," 1.642653e-01","-5.937510e-01"," 8.065559e+04"
"1392","10001","EWST","36720410","1998","2.330213e+04"," 1.242454e-01"," 8.333123e-02"," 7.850560e+04"
"1393","10001","EWST","36720410","1999","2.082500e+04","-6.622040e-02"," 3.142824e-01"," 1.287543e+05"
"1394","10001","EWST","36720410","2000","2.435550e+04"," 2.147249e-01"," 6.628646e+00"," 3.263619e+05"
"1395","10001","EWST","36720410","2001","2.938070e+04"," 2.290150e-01"," 6.028560e+00"," 5.680739e+05"
"1396","10001","EWST","36720410","2002","1.904644e+04","-3.184785e-01"," 3.857168e-01"," 5.659526e+05"
"1397","10001","EWST","36720410","2003","1.544620e+04","-1.763035e-01"," 6.666843e-03"," 8.105500e+03"
"1398","10001","EWST","36720410","2004","1.793310e+04"," 1.596632e-01","-6.626963e-03"," 8.929418e+03"
"1399","10001","EWST","36720410","2005","2.842100e+04"," 4.113629e-01","-1.549720e-01"," 9.027153e+03"
"1400","10001","EWST","36720410","2006","3.284490e+04"," 1.819317e-01","-3.349011e-01"," 8.732802e+03"
