KYTREASNOX,MCALDT,TMYTM
2000005,02/29/1980,12.377484845
2000005,03/31/1980,12.398917982
2000005,04/30/1980,10.496311386
2000005,05/30/1980,9.5934236809
2000005,06/30/1980,9.2453003335
2000005,07/31/1980,9.8132688713
2000005,08/29/1980,11.232390726
2000005,09/30/1980,11.532093228
2000005,10/31/1980,12.287068787
2000005,11/28/1980,12.671440018
2000005,12/31/1980,11.96295042
2000005,01/30/1981,12.324312201
2000005,02/27/1981,13.191680238
2000005,03/31/1981,12.80891383
2000005,04/30/1981,13.856085023
2000005,05/29/1981,13.414610872
2000005,06/30/1981,13.195914684
2000005,07/31/1981,14.102440953
2000005,08/31/1981,14.85762684
2000005,09/30/1981,15.589126828
2000005,10/30/1981,14.191882244
2000005,11/30/1981,12.700020863
2000005,12/31/1981,13.407767931
2000005,01/29/1982,13.591641028
2000005,02/26/1982,13.507498097
2000005,03/31/1982,13.714029378
2000005,04/30/1982,13.284472622
2000005,05/28/1982,13.263916641
2000005,06/30/1982,14.076784346
2000005,07/30/1982,13.109909898
2000005,08/31/1982,12.290243821
2000005,09/30/1982,10.935033869
2000005,10/29/1982,10.30919978
2000005,11/30/1982,10.370877352
2000005,12/31/1982,10.154340823
2000005,01/31/1983,10.020685091
2000005,02/28/1983,9.5803989511
2000005,03/31/1983,10.275684517
2000005,04/29/1983,9.8604994532
2000005,05/31/1983,10.178471068
2000005,06/30/1983,10.60510166
2000005,07/29/1983,11.362174897
2000005,08/31/1983,11.385442031
2000005,09/30/1983,11.08375209
2000005,10/31/1983,11.10584214
2000005,11/30/1983,11.014360774
2000005,12/30/1983,11.238895141
2000005,01/31/1984,11.033748953
2000005,02/29/1984,11.343258289
2000005,03/30/1984,11.911644244
2000005,04/30/1984,12.112417343
2000005,05/31/1984,13.211589151
2000005,06/29/1984,13.245752615
2000005,07/31/1984,12.407630397
2000005,08/31/1984,12.402927315
2000005,09/28/1984,12.06489086
2000005,10/31/1984,11.223418377
2000005,11/30/1984,10.991326567
2000005,12/31/1984,10.822934024
2000005,01/31/1985,10.454852556
2000005,02/28/1985,11.178273618
2000005,03/29/1985,11.019355281
2000005,04/30/1985,10.642287661
2000005,05/31/1985,9.5938989178
2000005,06/28/1985,9.5722458003
2000005,07/31/1985,9.8491695812
2000005,08/30/1985,9.6055916133
2000005,09/30/1985,9.6805378133
2000005,10/31/1985,9.4467351203
2000005,11/29/1985,9.1344427586
2000005,12/31/1985,8.5419400721
2000005,01/31/1986,8.3263019142
2000005,02/28/1986,7.7988737303
2000005,03/31/1986,7.3237347243
2000005,04/30/1986,7.3190329741
2000005,05/30/1986,7.9641088834
2000005,06/30/1986,7.4619576596
2000005,07/31/1986,7.243511693
2000005,08/29/1986,6.6560345388
2000005,09/30/1986,7.1910306126
2000005,10/31/1986,6.8893017226
2000005,11/28/1986,6.6842684201
2000005,12/31/1986,6.866516305
2000005,01/30/1987,6.7326700575
2000005,02/27/1987,6.7107493725
2000005,03/31/1987,6.9898143642
2000005,04/30/1987,7.7815885699
2000005,05/29/1987,8.0917002151
2000005,06/30/1987,7.9325972788
2000005,07/31/1987,8.0736892673
2000005,08/31/1987,8.3412915623
2000005,09/30/1987,9.0256382426
2000005,10/30/1987,8.3076826014
2000005,11/30/1987,8.3764671931
2000005,12/31/1987,8.235031373
2000005,01/29/1988,7.6509232473
2000005,02/29/1988,7.5568748158
2000005,03/31/1988,7.9233351352
2000005,04/29/1988,8.1774199895
2000005,05/31/1988,8.5710341908
2000005,06/30/1988,8.2620741209
2000005,07/29/1988,8.5662219036
2000005,08/31/1988,8.8060257055
2000005,09/30/1988,8.4779415568
2000005,10/31/1988,8.2595385763
2000005,11/30/1988,8.7755370352
2000005,12/30/1988,9.0203685733
2000005,01/31/1989,8.8380700897
2000005,02/28/1989,9.2074628377
2000005,03/31/1989,9.3418953302
2000005,04/28/1989,8.9270909962
2000005,05/31/1989,8.5996630337
2000005,06/30/1989,7.9411851699
2000005,07/31/1989,7.5117336521
2000005,08/31/1989,8.1733872264
2000005,09/29/1989,8.2464027215
2000005,10/31/1989,7.788835882
2000005,11/30/1989,7.7109116594
2000005,12/29/1989,7.7717396589
2000005,01/31/1990,8.2687457239
2000005,02/28/1990,8.3997868134
2000005,03/30/1990,8.5187122663
2000005,04/30/1990,8.9142548572
2000005,05/31/1990,8.4791075196
2000005,06/29/1990,8.2393292892
2000005,07/31/1990,8.0429671127
2000005,08/31/1990,8.4139254611
2000005,09/28/1990,8.3336270924
2000005,10/31/1990,8.1237104289
2000005,11/30/1990,7.8194162972
2000005,12/31/1990,7.5996060571
2000005,01/31/1991,7.5193912531
2000005,02/28/1991,7.5411699911
2000005,03/28/1991,7.6632610597
2000005,04/30/1991,7.556329062
2000005,05/31/1991,7.5514648288
2000005,06/28/1991,7.7723299782
2000005,07/31/1991,7.6244680027
2000005,08/30/1991,7.173704339
2000005,09/30/1991,6.843417222
2000005,10/31/1991,6.6596836237
2000005,11/29/1991,6.4631676862
2000005,12/31/1991,5.9643239558
2000005,01/31/1992,6.4143432942
2000005,02/28/1992,6.4671648362
2000005,03/31/1992,6.8957499175
2000005,04/30/1992,6.8260618405
2000005,05/29/1992,6.5144640706
2000005,06/30/1992,6.2252566404
2000005,07/31/1992,5.8002438739
2000005,08/31/1992,5.5647717814
2000005,09/30/1992,5.2968200576
2000005,10/30/1992,5.8454502662
2000005,11/30/1992,6.1807717577
2000005,12/31/1992,6.0142002556
2000005,01/29/1993,5.5102534882
2000005,02/26/1993,5.1589839974
2000005,03/31/1993,5.2037174188
2000005,04/30/1993,5.1120385201
2000005,05/28/1993,5.252303183
2000005,06/30/1993,5.0077152407
2000005,07/30/1993,5.0829775159
2000005,08/31/1993,4.7053246655
2000005,09/30/1993,4.7248159758
2000005,10/29/1993,4.7732957156
2000005,11/30/1993,5.0803564787
2000005,12/31/1993,5.1495885594
2000005,01/31/1994,4.9575127209
2000005,02/28/1994,5.5180491955
2000005,03/31/1994,6.1736804117
2000005,04/29/1994,6.5203228384
2000005,05/31/1994,6.6444399719
2000005,06/30/1994,6.8403754044
2000005,07/29/1994,6.5903325941
2000005,08/31/1994,6.6412069147
2000005,09/30/1994,7.1509946718
2000005,10/31/1994,7.3332696008
2000005,11/30/1994,7.622031469
2000005,12/30/1994,7.6754990637
2000005,01/31/1995,7.395274834
2000005,02/28/1995,6.9560030913
2000005,03/31/1995,6.9396404449
2000005,04/28/1995,6.7328202435
2000005,05/31/1995,5.9334524733
2000005,06/30/1995,5.8869545235
2000005,07/31/1995,6.0891963184
2000005,08/31/1995,5.9809658998
2000005,09/29/1995,5.9445842831
2000005,10/31/1995,5.7434873633
2000005,11/30/1995,5.4638313812
2000005,12/29/1995,5.3270113721
2000005,01/31/1996,5.210777042
2000005,02/29/1996,5.6480548625
2000005,03/29/1996,5.9915279284
2000005,04/30/1996,6.3199390113
2000005,05/31/1996,6.5151751947
2000005,06/28/1996,6.3772504328
2000005,07/31/1996,6.4646776911
2000005,08/30/1996,6.616771644
2000005,09/30/1996,6.3553246249
2000005,10/31/1996,6.0080844645
2000005,11/29/1996,5.7458826828
2000005,12/31/1996,6.1140972682
2000005,01/31/1997,6.1321342831
2000005,02/28/1997,6.2942496777
2000005,03/31/1997,6.6519924544
2000005,04/30/1997,6.479442624
2000005,05/30/1997,6.3798817216
2000005,06/30/1997,6.2900097377
2000005,07/31/1997,5.8128208879
2000005,08/29/1997,6.1129114374
2000005,09/30/1997,5.9240590746
2000005,10/31/1997,5.7265212422
2000005,11/28/1997,5.8087653739
2000005,12/31/1997,5.6391919063
2000005,01/30/1998,5.3212031732
2000005,02/27/1998,5.5300650285
2000005,03/31/1998,5.5577247535
2000005,04/30/1998,5.5976363261
2000005,05/29/1998,5.5607577499
2000005,06/30/1998,5.4161487689
2000005,07/31/1998,5.4404527892
2000005,08/31/1998,4.8839801128
2000005,09/30/1998,4.3838223671
2000005,10/30/1998,4.4796417271
2000005,11/30/1998,4.6937509144
2000005,12/31/1998,4.5861554088
2000005,01/29/1999,4.5216715495
2000005,02/26/1999,5.2180103431
2000005,03/31/1999,5.1214746059
2000005,04/30/1999,5.2163752413
2000005,05/28/1999,5.6326553347
2000005,06/30/1999,5.6780122607
2000005,07/30/1999,5.8369870823
2000005,08/31/1999,5.9123597677
2000005,09/30/1999,5.796772384
2000005,10/29/1999,5.9747968141
2000005,11/30/1999,6.1234903353
2000005,12/31/1999,6.3670006505
2000005,01/31/2000,6.6420189087
2000005,02/29/2000,6.5457533036
2000005,03/31/2000,6.2590902158
2000005,04/28/2000,6.4194048594
2000005,05/31/2000,6.4391675328
2000005,06/30/2000,6.1585389981
2000005,07/31/2000,6.1129180494
2000005,08/31/2000,5.9189664105
2000005,09/29/2000,5.7949983252
2000005,10/31/2000,5.7121998982
2000005,11/30/2000,5.43973316
2000005,12/29/2000,5.0027958732
2000005,01/31/2001,4.8288591978
2000005,02/28/2001,4.6519677141
2000005,03/30/2001,4.5502115902
2000005,04/30/2001,4.895314638
2000005,05/31/2001,4.9452276521
2000005,06/29/2001,5.0220825719
2000005,07/31/2001,4.5942012726
2000005,08/31/2001,4.4385472414
2000005,09/28/2001,3.9709703158
2000005,10/31/2001,3.5698543032
2000005,11/30/2001,4.0715068679
2000005,12/31/2001,4.4412323679
2000005,01/31/2002,4.4379020507
2000005,02/28/2002,4.2437724606
2000005,03/28/2002,4.8687217559
2000005,04/30/2002,4.4803912534
2000005,05/31/2002,4.3129436126
2000005,06/28/2002,4.0102353942
2000005,07/31/2002,3.549688021
2000005,08/30/2002,3.2262759847
2000005,09/30/2002,2.599019006
2000005,10/31/2002,2.7336833391
2000005,11/29/2002,3.3246644481
2000005,12/31/2002,2.7739334978
2000005,01/31/2003,2.9675560094
2000005,02/28/2003,2.6377577445
2000005,03/31/2003,2.688682078
2000005,04/30/2003,2.8066254617
2000005,05/30/2003,2.2840419692
2000005,06/30/2003,2.3928046188
2000005,07/31/2003,3.1717842331
2000005,08/29/2003,3.4895683647
2000005,09/30/2003,2.7720505943
2000005,10/31/2003,3.2234539548
2000005,11/28/2003,3.2945752658
2000005,12/31/2003,3.1353535825
2000005,01/30/2004,3.110545546
2000005,02/27/2004,2.9000166459
2000005,03/31/2004,2.7296232771
2000005,04/30/2004,3.5720643957
2000005,05/28/2004,3.7490205795
2000005,06/30/2004,3.7809195398
2000005,07/30/2004,3.6783745155
2000005,08/31/2004,3.2809080424
2000005,09/30/2004,3.3296031263
2000005,10/29/2004,3.244422974
2000005,11/30/2004,3.6494172416
2000005,12/31/2004,3.606320662
2000005,01/31/2005,3.6678094581
2000005,02/28/2005,3.9838110065
2000005,03/31/2005,4.1302398035
2000005,04/29/2005,3.8537536345
2000005,05/31/2005,3.7080532308
2000005,06/30/2005,3.6813996044
2000005,07/29/2005,4.0949027676
2000005,08/31/2005,3.8171581016
2000005,09/30/2005,4.1710936168
2000005,10/31/2005,4.4199005917
2000005,11/30/2005,4.3780323681
2000005,12/30/2005,4.3142600082
2000005,01/31/2006,4.4233526393
2000005,02/28/2006,4.5398391057
2000005,03/31/2006,4.7712777608
2000005,04/28/2006,4.8637374365
2000005,05/31/2006,4.9830084539
2000005,06/30/2006,5.03960271
2000005,07/31/2006,4.797343436
2000005,08/31/2006,4.583701553
2000005,09/29/2006,4.5370989771
2000005,10/31/2006,4.5185401954
2000005,11/30/2006,4.3992461163
2000005,12/29/2006,4.6397317611
2000005,01/31/2007,4.7136585458
2000005,02/28/2007,4.4428468251
2000005,03/30/2007,4.4810884241
2000005,04/30/2007,4.4586088483
2000005,05/31/2007,4.7918344299
2000005,06/29/2007,4.8576981465
2000005,07/31/2007,4.4870011245
2000005,08/31/2007,4.1812250095
2000005,09/28/2007,4.1943398732
2000005,10/31/2007,4.0745902312
2000005,11/30/2007,3.3238358848
2000005,12/31/2007,3.4044423608
2000005,01/31/2008,2.7336660222
2000005,02/29/2008,2.4535966147
2000005,03/31/2008,2.4002745135
2000005,04/30/2008,2.9753439865
2000005,05/30/2008,3.370101435
2000005,06/30/2008,3.2953760924
2000005,07/31/2008,3.184146463
2000005,08/29/2008,3.0419722415
2000005,09/30/2008,2.9159317989
2000005,10/31/2008,2.7011517506
2000005,11/28/2008,1.7553592517
2000005,12/31/2008,1.4532009481
2000005,01/30/2009,1.6935580491
2000005,02/27/2009,1.8345867685
2000005,03/31/2009,1.6145058916
2000005,04/30/2009,1.9723465639
2000005,05/29/2009,2.3096971516
2000005,06/30/2009,2.5240145506
2000005,07/31/2009,2.4889610231
2000005,08/31/2009,2.3231563085
2000005,09/30/2009,2.2733369916
2000005,10/30/2009,2.2810780154
2000005,11/30/2009,1.9146087698
2000005,12/31/2009,2.6184207628
2000005,01/29/2010,2.2825314796
2000005,02/26/2010,2.2213806666
2000005,03/31/2010,2.4989875205
2000005,04/30/2010,2.3694637207
2000005,05/28/2010,2.075171037
2000005,06/30/2010,1.7303158053
2000005,07/30/2010,1.5828677169
2000005,08/31/2010,1.3082908983
2000005,09/30/2010,1.241124881
2000005,10/29/2010,1.113065038
2000005,11/30/2010,1.4098435828
2000005,12/31/2010,1.9580573766
2000005,01/31/2011,1.9012056952
2000005,02/28/2011,2.1163319344
2000005,03/31/2011,2.2452115917
2000005,04/29/2011,1.9558312803
2000005,05/31/2011,1.6600904146
2000005,06/30/2011,1.7066793052
2000005,07/29/2011,1.3229974405
2000005,08/31/2011,0.9548653139
2000005,09/30/2011,0.9472758205
2000005,10/31/2011,0.9728442004
2000005,11/30/2011,0.9611178861
2000005,12/30/2011,0.8570068487
2000005,01/31/2012,0.7152150625
2000005,02/29/2012,0.8678224647
2000005,03/30/2012,1.0510646004
2000005,04/30/2012,0.8260344983
2000005,05/31/2012,0.6737618254
2000005,06/29/2012,0.7403373495
2000005,07/31/2012,0.5979683149
2000005,08/31/2012,0.5975706587
2000005,09/28/2012,0.6256286079
2000005,10/31/2012,0.7279986631
2000005,11/30/2012,0.6181583453
2000005,12/31/2012,0.7091005482
2000005,01/31/2013,0.8650902421
2000005,02/28/2013,0.7481368262
2000005,03/28/2013,0.7519505199
2000005,04/30/2013,0.6601347586
2000005,05/31/2013,1.0035336746
2000005,06/28/2013,1.383759849
2000005,07/31/2013,1.3764008875
2000005,08/30/2013,1.5666080849
2000005,09/30/2013,1.3743862806
2000005,10/31/2013,1.3085776189
2000005,11/29/2013,1.3470317429
2000005,12/31/2013,1.7228843863
2000005,01/31/2014,1.4861547859
2000005,02/28/2014,1.5060180468
2000005,03/31/2014,1.7481066833
2000005,04/30/2014,1.6672572623
2000005,05/30/2014,1.5367967321
2000005,06/30/2014,1.6402612009
2000005,07/31/2014,1.7697359836
2000005,08/29/2014,1.6470378365
2000005,09/30/2014,1.7742926379
2000005,10/31/2014,1.6182060139
2000005,11/28/2014,1.479667406
2000005,12/31/2014,1.6329199675
