,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20
201009,11.63,8.59,8.76,8.76,10.67
201010,4.6,3.64,4.24,4.17,3.25
201011,3.18,0.81,1.25,0.48,-0.29
201012,9.73,9.4,6.22,6.28,5.31
201101,2.05,2.88,3.25,1.1,1.49
201102,5.1,2.92,3.43,3.57,3.6
201103,0.63,-0.17,1.31,0.36,0.35
201104,2.03,2.1,3.58,3.66,2.72
201105,-3.05,-2.15,-1.07,-1.13,-0.57
201106,-3.5,-2.32,-1.25,-0.77,-1.93
201107,-4.35,-3.4,-2.47,-2.56,-0.25
201108,-6.67,-6.05,-5.04,-6.01,-6.29
201109,-6.94,-8.16,-7.49,-8.63,-6.64
201110,10.2,11.71,11.51,11.84,11.29
201111,0,-0.01,-0.01,0.26,-1.03
201112,3.07,1.46,0.93,0.49,-0.77
201201,3.55,3.96,5.32,5.64,5.81
201202,4.21,5.1,3.24,3.57,5.43
201203,3.79,3.55,3.18,1.79,3.39
201204,-0.59,-0.77,-1.36,-0.55,-0.74
201205,-4.5,-5.01,-6.29,-6.87,-7.09
201206,4.82,4.3,3.55,3.15,3.95
201207,-0.08,0.72,1.03,1.06,0.72
201208,4.31,1.01,1.46,1.83,4.66
201209,4.68,3.3,2.48,2.1,2.09
201210,0.04,-1.47,-0.72,-1.39,-4.46
201211,1.08,1.09,0.26,0.33,1.25
201212,2.83,0.8,1.25,1.34,0.04
201301,7.29,6.71,5.55,5.97,3.17
201302,1.4,1.41,2.21,1,0.46
201303,4.87,4.73,4.74,3.88,2.26
201304,1.13,1.52,2.27,0.89,1.64
201305,3.92,1.03,2.59,2.99,3.69
201306,-1.67,-2.05,-0.03,-0.55,-2.58
201307,5.7,5.33,5.64,4.1,7.89
201308,-2.84,-3.5,-4.3,-2.17,-0.66
201309,3.47,3.27,3.22,3.75,5.01
201310,5.42,3.67,3.98,3.92,4.48
201311,2.34,3.41,3.51,2.93,2.95
201312,2.39,2.73,2.17,2.79,3.2
201401,-4.93,-3.99,-2.93,-3.61,-1.98
201402,4.32,4.79,3.74,4.68,5.54
201403,1.17,0.81,2.34,1.5,-2.82
201404,0.35,0.91,-0.14,-0.07,-0.83
201405,1.92,0.75,1.73,2.2,3.52
201406,1.97,1.42,1.49,2.91,4.47
201407,-2.7,-2.41,-2.27,-1.51,-1.34
201408,3.91,4.02,4.02,4.23,4.97
201409,-1.75,-1.96,-2.01,-1.57,-2.47
201410,3.18,2.93,1.84,2.31,2.6
201411,2.96,2.07,2.4,2.6,2.76
201412,0.65,0.82,0.44,0.11,-2.4
201501,-5.03,-2.89,-3.3,-4.14,-0.06
201502,6.81,5.27,4.99,6.03,8.25
201503,-1.56,-1.17,-1.54,-0.99,-0.7
201504,1.11,0.33,-0.23,1.33,0.72
201505,1.87,1.61,0.81,0.78,2.03
201506,-1.76,-1.24,-2.01,-1.73,-0.77
201507,0.42,1.2,1.48,2.11,2.58
