KYTREASNOX,CALDT,TDYTM
2000003,04/24/1984,10.68028959
2000003,04/25/1984,10.673368761
2000003,04/26/1984,10.666419729
2000003,04/27/1984,10.693326364
2000003,04/30/1984,10.695993424
2000003,05/01/1984,10.731714505
2000003,05/02/1984,10.767637434
2000003,05/03/1984,10.803763925
2000003,05/04/1984,10.90570613
2000003,05/07/1984,11.049633894
2000003,05/08/1984,11.087095241
2000003,05/09/1984,11.091469723
2000003,05/10/1984,11.129266793
2000003,05/11/1984,11.234292659
2000003,05/14/1984,11.282665676
2000003,05/15/1984,11.287688996
2000003,05/16/1984,11.258780721
2000003,05/17/1984,11.297846496
2000003,05/18/1984,11.302981323
2000003,05/21/1984,11.249766393
2000003,05/22/1984,11.289378995
2000003,05/23/1984,11.329229516
2000003,05/24/1984,11.438801024
2000003,05/25/1984,11.549086785
2000003,05/29/1984,11.538187013
2000003,05/30/1984,11.685811119
2000003,05/31/1984,11.870799692
2000003,06/01/1984,11.777540949
2000003,06/04/1984,11.62730894
2000003,06/05/1984,11.598820061
2000003,06/06/1984,11.570205237
2000003,06/07/1984,11.641074933
2000003,06/08/1984,11.64573209
2000003,06/11/1984,11.659913144
2000003,06/12/1984,11.765728163
2000003,06/13/1984,11.703295194
2000003,06/14/1984,11.67441491
2000003,06/15/1984,11.509837248
2000003,06/18/1984,11.591722924
2000003,06/19/1984,11.59650314
2000003,06/20/1984,11.670038555
2000003,06/21/1984,11.84753387
2000003,06/22/1984,11.887698671
2000003,06/25/1984,11.835078988
2000003,06/26/1984,11.805721072
2000003,06/27/1984,11.846358869
2000003,06/28/1984,11.781733033
2000003,06/29/1984,11.865439818
2000003,07/02/1984,11.788162498
2000003,07/03/1984,11.782867833
2000003,07/05/1984,11.740087862
2000003,07/06/1984,11.76688893
2000003,07/09/1984,11.718296331
2000003,07/10/1984,11.712806068
2000003,07/11/1984,11.772575786
2000003,07/12/1984,11.734490524
2000003,07/13/1984,11.696231004
2000003,07/16/1984,11.646450685
2000003,07/17/1984,11.707022971
2000003,07/18/1984,11.668248299
2000003,07/19/1984,11.662596574
2000003,07/20/1984,11.623533837
2000003,07/23/1984,11.673468167
2000003,07/24/1984,11.667810274
2000003,07/25/1984,11.628284857
2000003,07/26/1984,11.520743185
2000003,07/27/1984,11.480673398
2000003,07/30/1984,11.496284664
2000003,07/31/1984,11.54308494
2000003,08/01/1984,11.480568326
2000003,08/02/1984,11.515494716
2000003,08/03/1984,11.387358783
2000003,08/06/1984,11.459621262
2000003,08/07/1984,11.461995606
2000003,08/08/1984,11.464392503
2000003,08/09/1984,11.433663712
2000003,08/10/1984,11.402796074
2000003,08/13/1984,11.409740195
2000003,08/14/1984,11.4792583
2000003,08/15/1984,11.414482736
2000003,08/16/1984,11.416888527
2000003,08/17/1984,11.38548678
2000003,08/20/1984,11.392643129
2000003,08/21/1984,11.395075402
2000003,08/22/1984,11.397531429
2000003,08/23/1984,11.400011419
2000003,08/24/1984,11.402515582
2000003,08/27/1984,11.410175267
2000003,08/28/1984,11.517376115
2000003,08/29/1984,11.520294143
2000003,08/30/1984,11.558321443
2000003,08/31/1984,11.742885964
2000003,09/04/1984,11.687357053
2000003,09/05/1984,11.755604905
2000003,09/06/1984,11.758220005
2000003,09/07/1984,11.661630974
2000003,09/10/1984,11.569019379
2000003,09/11/1984,11.471167989
2000003,09/12/1984,11.473146321
2000003,09/13/1984,11.475145508
2000003,09/14/1984,11.376403907
2000003,09/17/1984,11.347956619
2000003,09/18/1984,11.315789141
2000003,09/19/1984,11.249489051
2000003,09/20/1984,11.148846262
2000003,09/21/1984,11.115979473
2000003,09/24/1984,11.18837759
2000003,09/25/1984,11.224310356
2000003,09/26/1984,11.225840319
2000003,09/27/1984,11.157989892
2000003,09/28/1984,11.039246884
2000003,10/01/1984,11.039436712
2000003,10/02/1984,11.027331703
2000003,10/03/1984,11.015175626
2000003,10/04/1984,11.002968028
2000003,10/05/1984,10.927705492
2000003,10/09/1984,10.84570861
2000003,10/10/1984,10.801071876
2000003,10/11/1984,10.756228297
2000003,10/12/1984,10.711175974
2000003,10/15/1984,10.639212247
2000003,10/16/1984,10.625770784
2000003,10/17/1984,10.612267847
2000003,10/18/1984,10.56621646
2000003,10/19/1984,10.357289267
2000003,10/22/1984,10.314240137
2000003,10/23/1984,10.16844479
2000003,10/24/1984,10.153543379
2000003,10/25/1984,9.9737899411
2000003,10/26/1984,10.123523426
2000003,10/29/1984,10.144628598
2000003,10/30/1984,10.129463403
2000003,10/31/1984,10.107665146
2000003,11/01/1984,10.010110943
2000003,11/02/1984,9.944283568
2000003,11/05/1984,9.9067636991
2000003,11/07/1984,9.7406322232
2000003,11/08/1984,9.7709750041
2000003,11/09/1984,9.7688295866
2000003,11/13/1984,9.7602110478
2000003,11/14/1984,9.7911403909
2000003,11/15/1984,9.7227086285
2000003,11/16/1984,9.6539630727
2000003,11/19/1984,9.5796444889
2000003,11/20/1984,9.5098901186
2000003,11/21/1984,9.4398088138
2000003,11/23/1984,9.2649008165
2000003,11/26/1984,9.1863513836
2000003,11/27/1984,9.1826323248
2000003,11/28/1984,9.1788996331
2000003,11/29/1984,9.1751531784
2000003,11/30/1984,9.4044399377
2000003,12/03/1984,9.4597268164
2000003,12/04/1984,9.4890810646
2000003,12/05/1984,9.4541481642
2000003,12/06/1984,9.4836528117
2000003,12/07/1984,9.5457354986
2000003,12/10/1984,9.5380247759
2000003,12/11/1984,9.5026949151
2000003,12/12/1984,9.434384956
2000003,12/13/1984,9.3986421289
2000003,12/14/1984,9.2968293869
2000003,12/17/1984,9.1544140277
2000003,12/18/1984,9.0511070317
2000003,12/19/1984,8.9806273573
2000003,12/20/1984,9.009929615
2000003,12/21/1984,9.0394070239
2000003,12/24/1984,8.9600738429
2000003,12/26/1984,8.9517401767
2000003,12/27/1984,8.9815728977
2000003,12/28/1984,9.0457272797
2000003,12/31/1984,9.0390277863
2000003,01/02/1985,9.0129595384
2000003,01/03/1985,9.1243985297
2000003,01/04/1985,9.0490684024
2000003,01/07/1985,9.0096156084
2000003,01/08/1985,8.9332952393
2000003,01/09/1985,8.9513975232
2000003,01/10/1985,8.874570654
2000003,01/11/1985,8.924374314
2000003,01/14/1985,8.9473910783
2000003,01/15/1985,8.9016447142
2000003,01/16/1985,8.8878554745
2000003,01/17/1985,8.8739991789
2000003,01/18/1985,8.8277275763
2000003,01/22/1985,8.7710006278
2000003,01/23/1985,8.7566421041
2000003,01/24/1985,8.7093577383
2000003,01/25/1985,8.6947666391
2000003,01/28/1985,8.6505470669
2000003,01/29/1985,8.7022633608
2000003,01/30/1985,8.6874769741
2000003,01/31/1985,8.8270077267
2000003,02/01/1985,8.9488841751
2000003,02/04/1985,9.0630146998
2000003,02/05/1985,9.026662377
2000003,02/06/1985,9.0222765829
2000003,02/07/1985,9.0178743999
2000003,02/08/1985,9.0457688226
2000003,02/11/1985,9.0326648272
2000003,02/13/1985,9.0238458771
2000003,02/14/1985,9.0194110639
2000003,02/15/1985,9.0149591534
2000003,02/19/1985,9.0302503104
2000003,02/20/1985,9.0257999889
2000003,02/21/1985,9.0882681333
2000003,02/22/1985,9.2183235431
2000003,02/25/1985,9.3081170016
2000003,02/26/1985,9.3384115386
2000003,02/27/1985,9.4713162808
2000003,02/28/1985,9.661549955
2000003,03/01/1985,9.6586564471
2000003,03/04/1985,9.7462815646
2000003,03/05/1985,9.7758233474
2000003,03/06/1985,9.7409200857
2000003,03/07/1985,9.8678312757
2000003,03/08/1985,9.8329697589
2000003,03/11/1985,9.661988302
2000003,03/12/1985,9.6590937345
2000003,03/13/1985,9.7877480775
2000003,03/14/1985,9.8842200732
2000003,03/15/1985,9.9481621393
2000003,03/18/1985,9.8415866245
2000003,03/19/1985,9.8391712688
2000003,03/20/1985,9.8032077055
2000003,03/21/1985,9.733456247
2000003,03/22/1985,9.6970598053
2000003,03/25/1985,9.7225997898
2000003,03/26/1985,9.6858061582
2000003,03/27/1985,9.6146944335
2000003,03/28/1985,9.5432406938
2000003,03/29/1985,9.5582925293
2000003,04/01/1985,9.4662607579
2000003,04/02/1985,9.486214264
2000003,04/03/1985,9.4749952124
2000003,04/04/1985,9.5264656122
2000003,04/08/1985,9.5132130491
2000003,04/09/1985,9.4066131286
2000003,04/10/1985,9.2995642728
2000003,04/11/1985,9.1602061849
2000003,04/12/1985,9.1160204799
2000003,04/15/1985,9.0464853775
2000003,04/16/1985,8.9049274027
2000003,04/17/1985,8.891871961
2000003,04/18/1985,8.7170074015
2000003,04/19/1985,8.6709955642
2000003,04/22/1985,8.6295110183
2000003,04/23/1985,8.6482936661
2000003,04/24/1985,8.7000472646
2000003,04/25/1985,8.71915814
2000003,04/26/1985,8.804522084
2000003,04/29/1985,8.6967589441
2000003,04/30/1985,8.9077887194
2000003,05/01/1985,8.8694070368
2000003,05/02/1985,8.8623399555
2000003,05/03/1985,8.7921082153
2000003,05/06/1985,8.7065721303
2000003,05/07/1985,8.6990262653
2000003,05/08/1985,8.659509382
2000003,05/09/1985,8.6838342261
2000003,05/10/1985,8.6761874581
2000003,05/13/1985,8.620686409
2000003,05/14/1985,8.5479682318
2000003,05/15/1985,8.4424388286
2000003,05/16/1985,8.4015177601
2000003,05/17/1985,8.3603951989
2000003,05/20/1985,8.2029527821
2000003,05/21/1985,8.1609275931
2000003,05/22/1985,8.1186910035
2000003,05/23/1985,8.1424169572
2000003,05/24/1985,8.0999107615
2000003,05/28/1985,8.0282512969
2000003,05/29/1985,7.9848895141
2000003,05/30/1985,7.975004345
2000003,05/31/1985,8.04633952
2000003,06/03/1985,7.8563411264
2000003,06/04/1985,7.9067025185
2000003,06/05/1985,7.6762201095
2000003,06/06/1985,7.6324546607
2000003,06/07/1985,7.8394627089
2000003,06/10/1985,7.9929684024
2000003,06/11/1985,7.9811444644
2000003,06/12/1985,7.8736819717
2000003,06/13/1985,7.8614945039
2000003,06/14/1985,7.7532555114
2000003,06/17/1985,7.58652906
2000003,06/18/1985,7.5411645618
2000003,06/19/1985,7.5279244115
2000003,06/20/1985,7.6119895102
2000003,06/21/1985,7.8270275007
2000003,06/24/1985,7.9866474222
2000003,06/25/1985,8.0405168394
2000003,06/26/1985,8.094722711
2000003,06/27/1985,7.9497648863
2000003,06/28/1985,7.6167748278
2000003,07/01/1985,7.5048784157
2000003,07/02/1985,7.4869228242
2000003,07/03/1985,7.438396514
2000003,07/05/1985,7.0655063462
2000003,07/08/1985,7.2847499292
2000003,07/09/1985,7.2041061265
2000003,07/10/1985,7.2780204392
2000003,07/11/1985,7.3212836371
2000003,07/12/1985,7.3960142316
2000003,07/15/1985,7.3081066152
2000003,07/16/1985,7.2890134264
2000003,07/17/1985,7.301435215
2000003,07/18/1985,7.4725978989
2000003,07/19/1985,7.4856323513
2000003,07/22/1985,7.4609726682
2000003,07/23/1985,7.5707982563
2000003,07/24/1985,7.6166653383
2000003,07/25/1985,7.6303774042
2000003,07/26/1985,7.6441742209
2000003,07/29/1985,7.6532611293
2000003,07/30/1985,7.6673059314
2000003,07/31/1985,8.137744445
2000003,08/01/1985,8.0957337799
2000003,08/02/1985,8.2089382854
2000003,08/05/1985,8.2074808085
2000003,08/06/1985,8.1965228684
2000003,08/07/1985,8.1540069124
2000003,08/08/1985,8.016613367
2000003,08/09/1985,8.0367238206
2000003,08/12/1985,7.970203444
2000003,08/13/1985,8.0223848406
2000003,08/14/1985,7.9786999068
2000003,08/15/1985,7.9348001598
2000003,08/16/1985,7.9228828498
2000003,08/19/1985,7.8867748957
2000003,08/20/1985,7.8746184378
2000003,08/21/1985,7.8297726093
2000003,08/22/1985,7.7847002326
2000003,08/23/1985,7.7721828499
2000003,08/26/1985,7.7673052317
2000003,08/27/1985,7.7546186401
2000003,08/28/1985,7.7751174689
2000003,08/29/1985,7.7623899338
2000003,08/30/1985,8.0417289463
2000003,09/03/1985,8.0297873503
2000003,09/04/1985,7.9246759262
2000003,09/05/1985,7.9757532929
2000003,09/06/1985,8.2790297088
2000003,09/09/1985,8.183101741
2000003,09/10/1985,8.2038671219
2000003,09/11/1985,8.2566902459
2000003,09/12/1985,8.277791268
2000003,09/13/1985,8.2347815914
2000003,09/16/1985,8.1691655581
2000003,09/17/1985,8.1903255126
2000003,09/18/1985,8.1790756039
2000003,09/19/1985,8.2003923757
2000003,09/20/1985,8.156409255
2000003,09/23/1985,7.9901972054
2000003,09/24/1985,7.9782522616
2000003,09/25/1985,7.9000563914
2000003,09/26/1985,7.9541798913
2000003,09/30/1985,8.007386289
2000003,10/01/1985,7.9965849233
2000003,10/02/1985,7.9546091323
2000003,10/03/1985,7.9748306114
2000003,10/04/1985,7.9951675474
2000003,10/07/1985,8.0253221895
2000003,10/08/1985,8.0460405773
2000003,10/09/1985,8.0351484326
2000003,10/10/1985,8.0242041795
2000003,10/11/1985,8.0451018354
2000003,10/15/1985,8.0331512036
2000003,10/16/1985,8.0220538019
2000003,10/17/1985,7.9784939901
2000003,10/18/1985,7.9672014847
2000003,10/21/1985,7.9657402388
2000003,10/22/1985,7.9543086866
2000003,10/23/1985,7.9428196501
2000003,10/24/1985,7.9643017325
2000003,10/25/1985,8.0190530369
2000003,10/28/1985,8.0181157654
2000003,10/29/1985,7.9396224757
2000003,10/30/1985,7.9279004601
2000003,10/31/1985,7.8581577844
2000003,11/01/1985,7.8794920712
2000003,11/04/1985,7.8500061222
2000003,11/05/1985,7.8400852714
2000003,11/06/1985,7.8301176495
2000003,11/07/1985,7.8201028474
2000003,11/08/1985,7.8417593204
2000003,11/12/1985,7.737267471
2000003,11/13/1985,7.7589997325
2000003,11/14/1985,7.780859508
2000003,11/15/1985,7.8351690692
2000003,11/18/1985,7.7718312881
2000003,11/19/1985,7.7287348776
2000003,11/20/1985,7.7181545287
2000003,11/21/1985,7.7403516583
2000003,11/22/1985,7.7297533693
2000003,11/25/1985,7.7640409903
2000003,11/26/1985,7.7534075302
2000003,11/27/1985,7.7761190861
2000003,11/29/1985,7.7772086729
2000003,12/02/1985,7.7897052233
2000003,12/03/1985,7.8145430291
2000003,12/04/1985,7.8078679406
2000003,12/05/1985,7.8011628915
2000003,12/06/1985,7.858071875
2000003,12/09/1985,7.8381784746
2000003,12/10/1985,7.735039851
2000003,12/11/1985,7.6636485307
2000003,12/12/1985,7.5919262341
2000003,12/13/1985,7.552203163
2000003,12/16/1985,7.4970033177
2000003,12/17/1985,7.4893077303
2000003,12/18/1985,7.4815749009
2000003,12/19/1985,7.5395224503
2000003,12/20/1985,7.5318913613
2000003,12/23/1985,7.5087735683
2000003,12/24/1985,7.5676475292
2000003,12/26/1985,7.6193980584
2000003,12/27/1985,7.6118694965
2000003,12/30/1985,7.5890581604
2000003,12/31/1985,7.5431172944
2000003,01/02/1986,7.5615049854
2000003,01/03/1986,7.5549901194
2000003,01/06/1986,7.5352680147
2000003,01/07/1986,7.4967364962
2000003,01/08/1986,7.5859598396
2000003,01/09/1986,7.7399983964
2000003,01/10/1986,7.7338600366
2000003,01/13/1986,7.7802520439
2000003,01/14/1986,7.8067617734
2000003,01/15/1986,7.8007415913
2000003,01/16/1986,7.7946938609
2000003,01/17/1986,7.7557681818
2000003,01/21/1986,7.7308271465
2000003,01/22/1986,7.7578148814
2000003,01/23/1986,7.6848030286
2000003,01/24/1986,7.6783429322
2000003,01/27/1986,7.5576004003
2000003,01/28/1986,7.5169360269
2000003,01/29/1986,7.5438333007
2000003,01/30/1986,7.5708956549
2000003,01/31/1986,7.5882364532
2000003,02/03/1986,7.539168057
2000003,02/04/1986,7.5332227437
2000003,02/05/1986,7.527250842
2000003,02/06/1986,7.5531284653
2000003,02/07/1986,7.6431221448
2000003,02/10/1986,7.690395352
2000003,02/11/1986,7.6524224909
2000003,02/12/1986,7.679114259
2000003,02/13/1986,7.6734355574
2000003,02/14/1986,7.6025364591
2000003,02/18/1986,7.5787559986
2000003,02/19/1986,7.5727415754
2000003,02/20/1986,7.5998197814
2000003,02/21/1986,7.5938386003
2000003,02/24/1986,7.5422409077
2000003,02/25/1986,7.5360532265
2000003,02/26/1986,7.5298357354
2000003,02/27/1986,7.4223645402
2000003,02/28/1986,7.3836847633
2000003,03/03/1986,7.3641323965
2000003,03/04/1986,7.2312924821
2000003,03/05/1986,7.3192868268
2000003,03/06/1986,7.2808337004
2000003,03/07/1986,7.2103979161
2000003,03/10/1986,7.0931278712
2000003,03/11/1986,7.021572614
2000003,03/12/1986,7.0139850896
2000003,03/13/1986,7.0386117811
2000003,03/14/1986,7.0310359955
2000003,03/17/1986,7.0080858075
2000003,03/18/1986,7.0657586602
2000003,03/19/1986,7.025378979
2000003,03/20/1986,7.0176653955
2000003,03/21/1986,6.9769530741
2000003,03/24/1986,6.9531920141
2000003,03/25/1986,6.9451913654
2000003,03/26/1986,6.9705647476
2000003,03/27/1986,6.8955703224
2000003,03/31/1986,6.7864290321
2000003,04/01/1986,6.7144340592
2000003,04/02/1986,6.7042119214
2000003,04/03/1986,6.6939401467
2000003,04/04/1986,6.6836183073
2000003,04/07/1986,6.5894492757
2000003,04/08/1986,6.5472434536
2000003,04/09/1986,6.4732511113
2000003,04/10/1986,6.3672811493
2000003,04/11/1986,6.3876492623
2000003,04/14/1986,6.3535113567
2000003,04/15/1986,6.3099643618
2000003,04/16/1986,6.2019735095
2000003,04/17/1986,6.1900162019
2000003,04/18/1986,6.1779966627
2000003,04/21/1986,6.174099575
2000003,04/22/1986,6.2598593649
2000003,04/23/1986,6.3789639131
2000003,04/24/1986,6.5318065975
2000003,04/25/1986,6.619615658
2000003,04/28/1986,6.6195050085
2000003,04/29/1986,6.5414949756
2000003,04/30/1986,6.4928462364
2000003,05/01/1986,6.5158371399
2000003,05/02/1986,6.5077396718
2000003,05/05/1986,6.5146724087
2000003,05/06/1986,6.4434247872
2000003,05/07/1986,6.4350471485
2000003,05/08/1986,6.4266283695
2000003,05/09/1986,6.4499476746
2000003,05/12/1986,6.4886582561
2000003,05/13/1986,6.5767502523
2000003,05/14/1986,6.5685898639
2000003,05/15/1986,6.5927358238
2000003,05/16/1986,6.7793911229
2000003,05/19/1986,6.7234993048
2000003,05/20/1986,6.7156215021
2000003,05/21/1986,6.7077039457
2000003,05/22/1986,6.6997462757
2000003,05/23/1986,6.691748128
2000003,05/27/1986,6.6593433204
2000003,05/28/1986,6.6511371651
2000003,05/29/1986,6.7439275807
2000003,05/30/1986,6.840819644
2000003,06/02/1986,6.9184245243
2000003,06/03/1986,6.9443441747
2000003,06/04/1986,7.0020809471
2000003,06/05/1986,6.9966265297
2000003,06/06/1986,6.9274878306
2000003,06/09/1986,6.8462760997
2000003,06/10/1986,6.8724972691
2000003,06/11/1986,6.8988704238
2000003,06/12/1986,6.8930663425
2000003,06/13/1986,6.8224317639
2000003,06/16/1986,6.7063363012
2000003,06/17/1986,6.6672475938
2000003,06/18/1986,6.6279608449
2000003,06/19/1986,6.6542088992
2000003,06/20/1986,6.6476411392
2000003,06/23/1986,6.5945072009
2000003,06/24/1986,6.5877153587
2000003,06/25/1986,6.5808890946
2000003,06/26/1986,6.5405283146
2000003,06/27/1986,6.4999562179
2000003,06/30/1986,6.3959014532
2000003,07/01/1986,6.3547418191
2000003,07/02/1986,6.3133840771
2000003,07/03/1986,6.2407717556
2000003,07/07/1986,6.1349102483
2000003,07/08/1986,6.1552659794
2000003,07/09/1986,6.1442093427
2000003,07/10/1986,6.1330967393
2000003,07/11/1986,6.0902422706
2000003,07/14/1986,6.0561398763
2000003,07/15/1986,5.9806408547
2000003,07/16/1986,6.001013627
2000003,07/17/1986,6.0215066623
2000003,07/18/1986,6.0421210287
2000003,07/21/1986,6.0721320617
2000003,07/22/1986,6.0931442777
2000003,07/23/1986,6.1470510997
2000003,07/24/1986,6.1684166012
2000003,07/25/1986,6.2228894091
2000003,07/28/1986,6.255182148
2000003,07/29/1986,6.243830326
2000003,07/30/1986,6.232417254
2000003,07/31/1986,6.191249854
2000003,08/01/1986,6.122089043
2000003,08/04/1986,6.0697777954
2000003,08/05/1986,6.0941985485
2000003,08/06/1986,6.1187588536
2000003,08/07/1986,6.1117496038
2000003,08/08/1986,6.1047060021
2000003,08/11/1986,6.0193031135
2000003,08/12/1986,6.0119487332
2000003,08/13/1986,5.9401923566
2000003,08/14/1986,5.9325916485
2000003,08/15/1986,5.8926119694
2000003,08/18/1986,5.9017999752
2000003,08/19/1986,5.8286292014
2000003,08/20/1986,5.7551015725
2000003,08/21/1986,5.6812137862
2000003,08/22/1986,5.6069625013
2000003,08/25/1986,5.6139299378
2000003,08/26/1986,5.5719401789
2000003,08/27/1986,5.5964163796
2000003,08/28/1986,5.5541462327
2000003,08/29/1986,5.4642697341
2000003,09/02/1986,5.4613957458
2000003,09/03/1986,5.5771325949
2000003,09/04/1986,5.5683629244
2000003,09/05/1986,5.6537249751
2000003,09/08/1986,5.6910838881
2000003,09/09/1986,5.7142682616
2000003,09/10/1986,5.6738871775
2000003,09/11/1986,5.7929988088
2000003,09/12/1986,5.7846301762
2000003,09/15/1986,5.726965932
2000003,09/16/1986,5.7183376783
2000003,09/17/1986,5.7096647747
2000003,09/18/1986,5.8312606552
2000003,09/19/1986,5.9536795012
2000003,09/22/1986,5.8632911429
2000003,09/23/1986,5.8218241292
2000003,09/24/1986,5.7801404381
2000003,09/25/1986,5.8046973536
2000003,09/26/1986,5.7960657477
2000003,09/29/1986,5.8371391665
2000003,09/30/1986,5.7870312437
2000003,10/01/1986,5.7427888121
2000003,10/02/1986,5.7597050243
2000003,10/03/1986,5.65365922
2000003,10/06/1986,5.6112308537
2000003,10/07/1986,5.5969434776
2000003,10/08/1986,5.5825827602
2000003,10/09/1986,5.5681480617
2000003,10/10/1986,5.6162669383
2000003,10/14/1986,5.5897877214
2000003,10/15/1986,5.6386584814
2000003,10/16/1986,5.624108316
2000003,10/17/1986,5.7372966581
2000003,10/20/1986,5.7584579691
2000003,10/21/1986,5.7763796414
2000003,10/22/1986,5.7619697109
2000003,10/23/1986,5.7149650169
2000003,10/24/1986,5.732916939
2000003,10/27/1986,5.7216295129
2000003,10/28/1986,5.7398205873
2000003,10/29/1986,5.7581231136
2000003,10/30/1986,5.7101708591
2000003,10/31/1986,5.7892046708
2000003,11/03/1986,5.733328367
2000003,11/04/1986,5.7563123289
2000003,11/05/1986,5.7479872418
2000003,11/06/1986,5.7711426504
2000003,11/07/1986,5.8260546024
2000003,11/10/1986,5.8970063767
2000003,11/12/1986,5.912902415
2000003,11/13/1986,5.8726647035
2000003,11/14/1986,5.8644683329
2000003,11/17/1986,5.839626654
2000003,11/18/1986,5.8312606552
2000003,11/19/1986,5.7901693164
2000003,11/20/1986,5.7816271398
2000003,11/21/1986,5.773040293
2000003,11/24/1986,5.7470076826
2000003,11/25/1986,5.7714626296
2000003,11/26/1986,5.7960657477
2000003,11/28/1986,5.7548371579
2000003,12/01/1986,5.7661061172
2000003,12/02/1986,5.7589526583
2000003,12/03/1986,5.7517641953
2000003,12/04/1986,5.713115499
2000003,12/05/1986,5.7687976035
2000003,12/08/1986,5.8106112059
2000003,12/09/1986,5.8034579303
2000003,12/10/1986,5.7962689392
2000003,12/11/1986,5.8210916985
2000003,12/12/1986,5.8460587851
2000003,12/15/1986,5.8894064235
2000003,12/16/1986,5.9148660182
2000003,12/17/1986,5.9078579884
2000003,12/18/1986,5.9008142532
2000003,12/19/1986,5.8937344938
2000003,12/22/1986,5.8722758259
2000003,12/23/1986,5.898205974
2000003,12/24/1986,5.9242922849
2000003,12/26/1986,5.9100189129
2000003,12/29/1986,5.9558110036
2000003,12/30/1986,6.05028512
2000003,12/31/1986,6.0883432757
2000003,01/02/1987,6.0308301151
2000003,01/05/1987,5.9279977771
2000003,01/06/1987,5.9140781233
2000003,01/07/1987,5.8689611733
2000003,01/08/1987,5.7924335577
2000003,01/09/1987,5.8093264603
2000003,01/12/1987,5.7975204489
2000003,01/13/1987,5.783009888
2000003,01/14/1987,5.7684236567
2000003,01/15/1987,5.7855434997
2000003,01/16/1987,5.7708880797
2000003,01/20/1987,5.6792790046
2000003,01/21/1987,5.6964389119
2000003,01/22/1987,5.6813097079
2000003,01/23/1987,5.7310685588
2000003,01/26/1987,5.783801729
2000003,01/27/1987,5.8015936176
2000003,01/28/1987,5.8524905815
2000003,01/29/1987,5.8706021277
2000003,01/30/1987,5.9194023747
2000003,02/02/1987,5.9968938136
2000003,02/03/1987,5.9911586544
2000003,02/04/1987,5.9853960793
2000003,02/05/1987,5.9479369691
2000003,02/06/1987,6.0055494409
2000003,02/09/1987,6.0842776287
2000003,02/10/1987,6.142972082
2000003,02/11/1987,6.1697677171
2000003,02/12/1987,6.1643792249
2000003,02/13/1987,6.1265481027
2000003,02/17/1987,6.1370403207
2000003,02/18/1987,6.0986344412
2000003,02/19/1987,5.9941889874
2000003,02/20/1987,5.9882241626
2000003,02/23/1987,5.9368775279
2000003,02/24/1987,5.9306979811
2000003,02/25/1987,5.9579416718
2000003,02/26/1987,5.9853504291
2000003,02/27/1987,5.9693305394
2000003,03/02/1987,5.9543259395
2000003,03/03/1987,5.9491789646
2000003,03/04/1987,5.9755285467
2000003,03/05/1987,5.9388118724
2000003,03/06/1987,6.0286783997
2000003,03/09/1987,6.0455863064
2000003,03/10/1987,6.0726647253
2000003,03/11/1987,6.0998997244
2000003,03/12/1987,6.0950404497
2000003,03/13/1987,6.0578294115
2000003,03/16/1987,6.0753684706
2000003,03/17/1987,6.0703907155
2000003,03/18/1987,6.0326212232
2000003,03/19/1987,6.0275052512
2000003,03/20/1987,6.0223639848
2000003,03/23/1987,6.0400056087
2000003,03/24/1987,6.0681747194
2000003,03/25/1987,6.0965135038
2000003,03/26/1987,6.0914951572
2000003,03/27/1987,6.1200736982
2000003,03/30/1987,6.2068577899
2000003,03/31/1987,6.1898096491
2000003,04/01/1987,6.2362370651
2000003,04/02/1987,6.2217832263
2000003,04/03/1987,6.2072575025
2000003,04/06/1987,6.1632427996
2000003,04/07/1987,6.1484232786
2000003,04/08/1987,6.1645691164
2000003,04/09/1987,6.1808080975
2000003,04/10/1987,6.4472318689
2000003,04/13/1987,6.5621437193
2000003,04/14/1987,6.706586649
2000003,04/15/1987,6.6610884338
2000003,04/16/1987,6.5834989908
2000003,04/20/1987,6.5588931555
2000003,04/21/1987,6.6091980342
2000003,04/22/1987,6.6598132961
2000003,04/23/1987,6.6782206885
2000003,04/24/1987,6.794624571
2000003,04/27/1987,6.8188103929
2000003,04/28/1987,6.8379830115
2000003,04/29/1987,6.8241473842
2000003,04/30/1987,6.8482205576
2000003,05/01/1987,6.8807983325
2000003,05/04/1987,6.9474918557
2000003,05/05/1987,6.9807193029
2000003,05/06/1987,7.0141363061
2000003,05/07/1987,6.9829049783
2000003,05/08/1987,6.9840122002
2000003,05/11/1987,6.9873923771
2000003,05/12/1987,7.0213893695
2000003,05/13/1987,7.022634591
2000003,05/14/1987,7.023890443
2000003,05/15/1987,7.1909045861
2000003,05/18/1987,7.2630505614
2000003,05/19/1987,7.2650046227
2000003,05/20/1987,7.3679845787
2000003,05/21/1987,7.3364741381
2000003,05/22/1987,7.3048038045
2000003,05/26/1987,7.2106888601
2000003,05/27/1987,7.1782826326
2000003,05/28/1987,7.1800852784
2000003,05/29/1987,7.0760910618
2000003,06/01/1987,7.0451551235
2000003,06/02/1987,7.1407100164
2000003,06/03/1987,7.0767904379
2000003,06/04/1987,7.0767045151
2000003,06/05/1987,7.01233003
2000003,06/08/1987,7.0439888871
2000003,06/09/1987,7.0763267027
2000003,06/10/1987,7.0111138761
2000003,06/11/1987,6.9782327733
2000003,06/12/1987,6.9124770255
2000003,06/15/1987,6.8450724859
2000003,06/16/1987,6.8444025388
2000003,06/17/1987,6.8106063445
2000003,06/18/1987,6.809846075
2000003,06/19/1987,6.8423932438
